Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
23;-2038.1748046875;-2812082;716.497680664063
23.5;-2212.90234375;-3972300.5;1036.64489746094
24;-2178.64111328125;-4633620;1203.30493164063
24.5;-1996.49169921875;-4318691;1295.61010742188
25;-1687.66137695313;-2710685.5;1128.70874023438
25.5;-1251.3857421875;209632.25;537.714233398438
26;-673.613220214844;4096113;-414.266845703125
26.5;69.9596252441406;8267884;-1454.44458007813
27;986.307006835938;11850514;-2281.77978515625
27.5;2033.31774902344;13990788;-2706.65454101563
28;3077.1318359375;14079544;-2596.72241210938
28.5;3902.91333007813;11922596;-1854.4189453125
29;4268.2255859375;7807543;-563.966369628906
29.5;3961.6640625;2431870;985.675537109375
30;2872.68530273438;-3282130;2449.5322265625
30.5;1053.89672851563;-8411145;3485.58251953125
31;-1261.08630371094;-12231566;3816.09790039063
31.5;-3685.68237304688;-14346622;3374.23046875
32;-5755.6708984375;-14700112;2297.17041015625
32.5;-7062.3564453125;-13490322;815.7900390625
33;-7286.23046875;-11046456;-739.880920410156
33.5;-6315.8388671875;-7713586;-2009.67041015625
34;-4254.5888671875;-3781674.5;-2789.55810546875
34.5;-1403.91943359375;508183.8125;-3043.00634765625
35;1798.15405273438;4898745;-2819.1572265625
35.5;4860.94287109375;9054301;-2277.79760742188
36;7333.7705078125;12538688;-1639.34375
36.5;8855.85546875;14847632;-1024.01232910156
37;9199.58984375;15511288;-441.724243164063
37.5;8297.232421875;14239654;120.041381835938
38;6233.7275390625;11042218;691.799072265625
38.5;3237.9208984375;6275205;1298.2275390625
39;-341.067474365234;605006.875;1883.8974609375
