Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
39.5;-4056.21484375;-5114222;2319.89135742188
40;-7409.8515625;-10020438;2469.42822265625
40.5;-9914.4609375;-13416292;2229.29296875
41;-11161.333984375;-14885344;1577.95581054688
41.5;-10892.19140625;-14334792;614.814575195313
42;-9064.234375;-11962648;-462.97314453125
42.5;-5868.791015625;-8173442;-1426.64807128906
43;-1729.06030273438;-3486486;-2091.28466796875
43.5;2769.77856445313;1530931.25;-2375.43432617188
44;6975.50341796875;6301159;-2312.193359375
44.5;10272.966796875;10253590;-2005.25183105469
45;12185.74609375;12845156;-1570.85961914063
45.5;12452.283203125;13614222;-1098.48095703125
46;11046.6669921875;12275686;-622.542602539063
46.5;8165.494140625;8824700;-106.010498046875
47;4192.9765625;3618105;522.462707519531
47.5;-375.199859619141;-2605512.5;1280.16491699219
48;-4981.4990234375;-8816042;2065.2666015625
48.5;-9063.8349609375;-13879480;2677.4013671875
49;-12114.17578125;-16805610;2891.33349609375
49.5;-13713.265625;-16987932;2542.240234375
50;-13587.16796875;-14361374;1597.060546875
50.5;-11638.759765625;-9426360;190.607055664063
51;-8013.650390625;-3127463.5;-1381.15502929688
51.5;-3097.0703125;3380367;-2743.61767578125
52;2502.25048828125;9008179;-3590.291015625
52.5;8022.43896484375;12969882;-3773.94213867188
53;12644.8544921875;14915388;-3293.8623046875
53.5;15626.3818359375;14932116;-2281.19458007813
54;16446.00390625;13432290;-1000.51525878906
54.5;14919.51171875;10978196;226.723876953125
55;11219.7978515625;8107901;1152.75073242188
55.5;5866.98828125;5217678;1676.57470703125
56;-366.508636474609;2526088.5;1827.74633789063
56.5;-6565.33984375;108815.6875;1698.5263671875
57;-11835.2353515625;-2029198.25;1402.55590820313
57.5;-15447.376953125;-3887463;1072.67541503906
58;-16929.78125;-5438439;814.633544921875
58.5;-16118.205078125;-6637982;634.42919921875
59;-13151.2958984375;-7462407;466.879638671875
59.5;-8459.984375;-7940711;276.24853515625
60;-2694.59423828125;-8156958;68.26953125
60.5;3374.9111328125;-8213390;-141.64013671875
61;8933.57421875;-8168537;-321.302795410156
61.5;13232.08984375;-7983613;-422.439758300781
62;15677.4609375;-7507898;-421.332550048828
62.5;15926.26171875;-6522757;-349.241760253906
63;13948.7216796875;-4835004;-295.383911132813
63.5;10041.171875;-2387042;-369.042724609375
64;4791.7685546875;664529.125;-621.854370117188
64.5;-1005.94189453125;3941584.5;-1007.43298339844
65;-6475.4033203125;6924528;-1402.78015136719
65.5;-10808.357421875;9098113;-1640.01770019531
66;-13404.5791015625;10114034;-1553.91430664063
66.5;-13963.599609375;9909552;-1065.90234375
67;-12512.884765625;8732208;-240.663940429688
67.5;-9384.146484375;7056629;733.059204101563
68;-5122.806640625;5418104;1601.60180664063
68.5;-388.175872802734;4221947.5;2122.03149414063
69;4161.158203125;3598160.5;2151.66357421875
69.5;7951.62255859375;3356613.5;1707.17065429688
70;10559.1884765625;3061384;955.541809082031
70.5;11722.0771484375;2199606.5;155.601440429688
71;11350.1611328125;384476.25;-423.790161132813
71.5;9510.3828125;-2477628.25;-593.987548828125
72;6423.0205078125;-6115418;-315.18408203125
72.5;2444.7333984375;-9938672;299.141357421875
73;-1950.01940917969;-13184898;1023.36157226563
73.5;-6210.9619140625;-15115598;1568.36767578125
74;-9752.650390625;-15200020;1667.00671386719
74.5;-12041.2998046875;-13232230;1203.53088378906
75;-12690.3076171875;-9359340;272.496002197266
75.5;-11525.86328125;-4027421;-892.414611816406
76;-8632.7666015625;2121356;-2026.10180664063
76.5;-4363.39892578125;8359178;-2899.54174804688
77;708.231323242188;13961892;-3356.77001953125
77.5;5862.66357421875;18266872;-3335.49365234375
78;10357.279296875;20712448;-2871.71704101563
78.5;13541.7001953125;20878880;-2085.45654296875
79;14932.353515625;18547096;-1109.97827148438
79.5;14283.087890625;13771700;-15.0399627685547
80;11616.1220703125;6944976;1174.08361816406
80.5;7223.642578125;-1185366.375;2391.97924804688
81;1628.55688476563;-9575774;3490.31567382813
81.5;-4469.32275390625;-17034922;4252.8984375
82;-10272.73046875;-22438312;4446.23095703125
82.5;-14960.7861328125;-24959088;3904.64135742188
83;-17821.2109375;-24249812;2610.0966796875
83.5;-18319.29296875;-20518512;718.000244140625
84;-16238.51171875;-14472698;-1451.10717773438
84.5;-11709.8642578125;-7145091;-3459.45776367188
85;-5255.5341796875;346137.75;-4866.32861328125
85.5;2265.2373046875;7032331;-5377.95263671875
86;9767.908203125;12256132;-4952.7236328125
86.5;16119.7236328125;15724428;-3804.88818359375
87;20318.037109375;17453856;-2296.04736328125
87.5;21680.88671875;17649088;-782.932861328125
88;19943.228515625;16570336;472.141845703125
88.5;15340.1572265625;14445086;1311.07897949219
89;8540.2578125;11449090;1688.15478515625
89.5;537.79150390625;7750533;1695.43310546875
90;-7515.7763671875;3580382.5;1530.34094238281
90.5;-14494.9970703125;-719513.5;1380.06286621094
91;-19451.0546875;-4705320;1315.11767578125
91.5;-21738.6015625;-7906656;1283.23852539063
92;-21092.62109375;-9946090;1186.44116210938
92.5;-17639.60546875;-10655922;960.5673828125
93;-11872.23828125;-10143410;608.417724609375
93.5;-4575.611328125;-8773008;183.913818359375
94;3273.11962890625;-7065118;-233.941162109375
94.5;10613.3095703125;-5542604;-556.951782226563
95;16444.10546875;-4577222.5;-707.529052734375
95.5;19960.27734375;-4289524;-654.462890625
96;20667.6640625;-4531920.5;-439.0595703125
96.5;18466.96484375;-4957027;-171.149658203125
97;13685.4140625;-5140553;6.711181640625
97.5;7033.25;-4712015;-17.9171142578125
98;-494.650512695313;-3448226;-269.680908203125
98.5;-7778.24658203125;-1306713;-671.30224609375
99;-13751.486328125;1598136;-1077.49670410156
99.5;-17569.728515625;5050055.5;-1335.67895507813
100;-18729.6640625;8780253;-1344.73449707031
100.5;-17142.376953125;12489210;-1083.90478515625
101;-13118.634765625;15834338;-607.7294921875
101.5;-7299.03271484375;18408156;-31.2794189453125
102;-547.214233398438;19736840;501.832641601563
102.5;6178.25927734375;19331244;878.4755859375
103;11948.271484375;16794952;1070.44018554688
103.5;15978.583984375;11968430;1149.90246582031
104;17717.888671875;5060780;1257.27429199219
104.5;16911.44140625;-3288006.75;1518.66516113281
105;13631.60546875;-12051812;1952.40576171875
105.5;8287.8828125;-19984112;2432.865234375
106;1583.75708007813;-25866192;2729.65600585938
106.5;-5546.0859375;-28775964;2597.61401367188
107;-12070.98828125;-28298600;1884.45922851563
107.5;-16996.978515625;-24615932;607.199462890625
108;-19524.8125;-18446892;-1033.7958984375
108.5;-19197.10546875;-10861122;-2694.24951171875
109;-15979.4130859375;-3021500.5;-3974.3271484375
109.5;-10299.201171875;4064608.5;-4555.568359375
110;-2980.07568359375;9718408;-4328.673828125
110.5;4888.8603515625;13648472;-3431.81274414063
111;12128.798828125;15900040;-2181.72998046875
111.5;17668.421875;16730490;-932.828125
112;20719.998046875;16470428;53.35986328125
112.5;20864.11328125;15416812;662.68212890625
113;18135.203125;13785410;910.206787109375
113.5;12939.6806640625;11718690;900.129516601563
114;6032.33837890625;9323246;787.684692382813
114.5;-1631.30432128906;6705180;720.795715332031
115;-9019.0908203125;3978102;783.11279296875
115.5;-15156.85546875;1245130.75;962.12060546875
116;-19246.51953125;-1430031.875;1173.22631835938
116.5;-20765.08984375;-4035113.5;1315.73266601563
117;-19528.0859375;-6586754;1330.97290039063
117.5;-15719.6064453125;-9072599;1229.26489257813
118;-9875.4033203125;-11380338;1050.04541015625
118.5;-2807.83642578125;-13251100;839.696166992188
119;4494.029296875;-14291932;624.384643554688
119.5;11020.955078125;-14062160;385.774047851563
120;15894.94921875;-12217860;62.6738891601563
120.5;18492.337890625;-8670416;-420.221374511719
121;18552.97265625;-3699688.5;-1101.083984375
121.5;16187.6220703125;2030342.5;-1929.63012695313
122;11849.681640625;7576268;-2744.00268554688
122.5;6230.912109375;11920656;-3295.12280273438
123;131.930908203125;14223934;-3322.97119140625
123.5;-5655.56982421875;14044500;-2660.63159179688
124;-10468.1669921875;11459292;-1322.85485839844
124.5;-13824.455078125;7045434;463.279052734375
125;-15451.8046875;1730185;2306.345703125
125.5;-15272.609375;-3442020;3763.63452148438
126;-13381.607421875;-7553360;4477.59130859375
126.5;-10026.455078125;-9995838;4283.345703125
127;-5571.6533203125;-10549966;3251.5595703125
127.5;-498.042358398438;-9353276;1653.12548828125
128;4647.21728515625;-6789757;-132.542663574219
128.5;9277.1884765625;-3352771.5;-1731.80859375
129;12833.9609375;467292.4375;-2871.7880859375
129.5;14860.63671875;4242002;-3429.56762695313
130;15074.625;7610019;-3428.09692382813
130.5;13418.927734375;10254026;-2988.56420898438
131;10080.197265625;11883452;-2266.17724609375
131.5;5480.740234375;12250338;-1395.35559082031
132;205.979370117188;11201380;-465.918304443359
132.5;-5070.89404296875;8746830;466.131195068359
133;-9695.970703125;5111091;1349.56433105469
133.5;-13103.7392578125;730943.5;2107.22802734375
134;-14891.87109375;-3811143;2631.95458984375
134.5;-14858.89453125;-7906140;2812.28686523438
135;-13016.353515625;-11053814;2578.095703125
135.5;-9583.541015625;-12966592;1943.91333007813
136;-4961.85693359375;-13606038;1025.25036621094
136.5;294.9482421875;-13138896;17.6976318359375
137;5543.98046875;-11834752;-857.674682617188
137.5;10107.4833984375;-9947514;-1422.89501953125
138;13366.052734375;-7630103;-1600.47473144531
