Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
108;28441.29296875;37225168;-5378.65234375
108.5;25569.099609375;39862736;-4674.1806640625
109;19358.15234375;37096824;-2975.34326171875
109.5;10395.419921875;29015360;-478.897583007813
110;-286.368041992188;16878956;2361.43823242188
110.5;-11324.416015625;2831715;4899.8583984375
111;-21198.208984375;-10641286;6480.666015625
111.5;-28457.3359375;-21342760;6684.962890625
112;-31973.9453125;-27884260;5517.470703125
112.5;-31169.69921875;-29942212;3400.8759765625
113;-26108.333984375;-28186780;985.14990234375
113.5;-17508.376953125;-23930376;-1096.92822265625
114;-6612.0205078125;-18629284;-2424.75634765625
114.5;5014.90234375;-13419366;-2898.58642578125
115;15757.419921875;-8837155;-2732.892578125
115.5;24191.875;-4810072.5;-2336.33251953125
116;29289.32421875;-889111.375;-2109.95825195313
116.5;30530.0625;3384320.5;-2269.1396484375
117;27919.181640625;8134161;-2750.51391601563
117.5;21931.73828125;12974446;-3241.36840820313
118;13399.73046875;17073030;-3355.24145507813
118.5;3395.32080078125;19435932;-2779.689453125
119;-6898.0224609375;19297400;-1410.33715820313
119.5;-16290.619140625;16465936;560.484130859375
120;-23664.8359375;11476430;2665.8466796875
120.5;-28098.4609375;5480495;4303.7021484375
121;-28955.234375;-99671.8125;4958.52001953125
121.5;-25997.8671875;-4040145;4414.25
122;-19479.8671875;-5733587;2859.22314453125
122.5;-10169.916015625;-5403052;832.5029296875
123;694.987976074219;-4022266;-973.720703125
123.5;11554.583984375;-2957973.75;-1968.91162109375
124;20760.6328125;-3451174.5;-1868.79077148438
124.5;26849.791015625;-6116246;-774.627563476563
125;28823.138671875;-10641362;881.99853515625
125.5;26353.26171875;-15803902;2487.0322265625
126;19855.689453125;-19812260;3426.21997070313
126.5;10435.060546875;-20872928;3262.07861328125
127;-322.924560546875;-17797416;1876.98779296875
127.5;-10643.640625;-10449142;-451.484130859375
128;-18888.123046875;126793;-3088.82446289063
128.5;-23831.240234375;11933716;-5218.3857421875
129;-24860.0234375;22550216;-6118.27734375
129.5;-22030.19140625;29785304;-5436.6181640625
130;-16010.1796875;32254396;-3336.32885742188
130.5;-7892.5888671875;29705664;-433.579833984375
131;991.783447265625;23002588;2442.494140625
131.5;9325.87890625;13791496;4558.9501953125
132;15970.7216796875;3982181;5513.98095703125
132.5;20100.55859375;-4783805;5314.9638671875
133;21255.1796875;-11501310;4296.11083984375
133.5;19364.05078125;-15908338;2939.18188476563
134;14725.9765625;-18327768;1681.31298828125
134.5;7979.79736328125;-19333728;776.465087890625
135;40.11328125;-19395000;241.1162109375
135.5;-8007.83740234375;-18639508;-107.21923828125
136;-14991.55859375;-16831230;-542.817749023438
136.5;-19847.984375;-13561968;-1280.94445800781
137;-21764.734375;-8568740;-2352.14916992188
137.5;-20353.796875;-2036928.75;-3546.48974609375
138;-15748.962890625;5254331;-4471.5615234375
138.5;-8625.041015625;12025482;-4707.09765625
139;-117.462158203125;16822406;-3992.65185546875
139.5;8378.5546875;18470964;-2359.52465820313
140;15457.5419921875;16500662;-147.608642578125
140.5;19967.46484375;11377856;2098.68872070313
141;21227.73046875;4445249;3799.5234375
141.5;19171.01953125;-2430761;4510.6572265625
142;14305.7626953125;-7403740;4045.890625
142.5;7588.26953125;-9204344;2530.51049804688
143;208.115478515625;-7529386;384.105224609375
143.5;-6655.0380859375;-3126220;-1772.95690917969
144;-12047.61328125;2457841;-3285.8369140625
144.5;-15367.5185546875;7378056;-3670.28515625
145;-16403.06640625;10081520;-2789.26684570313
145.5;-15297.56640625;9788572;-922.241149902344
146;-12436.9765625;6704826;1318.15808105469
146.5;-8337.798828125;1905078.5;3197.55737304688
147;-3548.05688476563;-3067548.5;4118.80419921875
147.5;1412.01489257813;-6742439;3823.24853515625
148;6061.4111328125;-8209700;2460.77099609375
148.5;9951.849609375;-7394413;512.849792480469
149;12667.900390625;-5025042;-1389.22485351563
149.5;13859.25;-2317194;-2680.64990234375
150;13295.0556640625;-495567.6875;-3036.67993164063
150.5;10933.037109375;-325917.0625;-2458.98413085938
151;6982.44189453125;-1831399.5;-1251.78649902344
151.5;1926.16235351563;-4289547;95.4656829833984
152;-3517.27587890625;-6510333;1079.81225585938
152.5;-8497.7744140625;-7293029;1360.32470703125
153;-12200.48046875;-5890673;879.261474609375
153.5;-14003.728515625;-2316441.5;-117.899780273438
154;-13615.271484375;2623578.75;-1178.72033691406
154.5;-11138.9375;7584195;-1827.40173339844
155;-7043.337890625;11132702;-1759.15600585938
155.5;-2058.6083984375;12234222;-963.352416992188
156;2978.98583984375;10603556;277.203125
156.5;7309.7255859375;6794974;1507.17272949219
157;10367.970703125;2003291.75;2282.14770507813
157.5;11854.072265625;-2354021;2334.2138671875
158;11734.111328125;-5116377;1662.89331054688
158.5;10183.7255859375;-5757516;525.848266601563
159;7504.4189453125;-4524849;-657.380981445313
159.5;4050.75;-2294288.5;-1454.83703613281
160;184.928192138672;-204558.421875;-1575.43627929688
160.5;-3724.06176757813;794144;-978.141235351563
161;-7304.0986328125;308313.875;101.552383422852
161.5;-10153.55078125;-1351703.75;1226.81921386719
162;-11868.0634765625;-3299823.5;1915.31762695313
162.5;-12103.6796875;-4430379;1824.94836425781
163;-10641.2587890625;-3868493;896.950439453125
163.5;-7493.06103515625;-1349866.5;-601.725524902344
164;-2970.63647460938;2621107.5;-2164.4404296875
164.5;2316.15063476563;6893881;-3227.48193359375
165;7530.17822265625;10046016;-3377.58129882813
165.5;11758.427734375;10874674;-2503.99243164063
166;14194.7744140625;8834108;-836.971618652344
166.5;14332.2587890625;4259562;1132.57934570313
167;12082.158203125;-1707945.5;2813.45922851563
167.5;7820.3564453125;-7476851;3699.46557617188
168;2304.85986328125;-11519804;3524.69067382813
168.5;-3489.04248046875;-12870708;2349.955078125
169;-8576.99609375;-11432080;554.257507324219
169.5;-12165.5419921875;-7981184;-1277.33996582031
170;-13790.291015625;-3877067.5;-2546.46533203125
170.5;-13369.21484375;-566668.0625;-2853.71997070313
171;-11158.96875;933086.125;-2146.9072265625
171.5;-7651.693359375;394944.3125;-742.546508789063
172;-3439.92822265625;-1545919;797.484741210938
172.5;910.817565917969;-3632245;1878.49365234375
173;4937.05615234375;-4453310;2091.28955078125
173.5;8297.671875;-2976831;1350.28649902344
174;10754.837890625;1043063.125;-89.8690185546875
174.5;12132.375;6928925;-1735.72985839844
175;12294.50390625;13264390;-3027.69946289063
175.5;11155.1962890625;18331896;-3524.431640625
176;8714.1533203125;20662184;-3041.53784179688
176.5;5118.2236328125;19503780;-1705.17883300781
177;694.532958984375;15051650;92.9232482910156
177.5;-4037.41381835938;8370824;1824.35766601563
178;-8419.705078125;1039847.5;2995.9970703125
178.5;-11769.919921875;-5354465;3312.57373046875
179;-13524.443359375;-9692947;2772.42602539063
179.5;-13365.8115234375;-11618214;1658.82934570313
180;-11310.408203125;-11550392;426.666015625
180.5;-7711.916015625;-10433292;-479.068115234375
181;-3190.6953125;-9323734;-793.751953125
181.5;1506.04357910156;-8969930;-525.095336914063
182;5647.18212890625;-9542376;69.8406982421875
182.5;8683.0546875;-10606820;607.90625
183;10303.5068359375;-11345068;747.978332519531
183.5;10466.291015625;-10927372;333.221313476563
184;9343.0390625;-8890284;-542.691772460938
184.5;7225.30029296875;-5368511;-1565.44714355469
185;4443.1826171875;-1082653.25;-2316.609375
185.5;1300.4833984375;2915760;-2436.37817382813
186;-1934.23364257813;5649170;-1774.36706542969
186.5;-5004.54150390625;6612804;-472.72998046875
187;-7632.87109375;6007285;1057.26000976563
187.5;-9481.1455078125;4707846.5;2266.26391601563
188;-10195.150390625;3957751;2665.5
188.5;-9460.98828125;4894581;2018.97082519531
189;-7121.48486328125;8069864;456.281982421875
189.5;-3280.27514648438;13145920;-1547.9375
190;1638.38134765625;18891472;-3324.80688476563
190.5;6899.83984375;23497460;-4238.43310546875
191;11571.8828125;25123020;-3902.978515625
191.5;14706.9453125;22496356;-2308.7861328125
192;15544.8232421875;15375660;179.4091796875
192.5;13708.552734375;4707415;2934.96875
193;9337.685546875;-7572497;5245.13720703125
193.5;3084.31909179688;-19045658;6497.31884765625
194;-4009.28125;-27463788;6335.42822265625
194.5;-10721.8564453125;-31350780;4763.73291015625
195;-15898.4697265625;-30364632;2161.46533203125
195.5;-18685.6328125;-25319128;-809.58056640625
196;-18661.27734375;-17869000;-3399.89086914063
196.5;-15897.693359375;-9974497;-5010.978515625
197;-10904.8251953125;-3325047.75;-5384.1298828125
197.5;-4499.53369140625;1093261;-4659.79638671875
198;2348.6484375;3158367.5;-3282.486328125
198.5;8692.27734375;3478444.5;-1797.91076660156
199;13717.158203125;3033742;-642.8095703125
199.5;16843.703125;2751667.75;-8.046630859375
200;17746.0703125;3169825;176.73681640625
200.5;16356.94921875;4308143.5;155.05712890625
201;12856.62890625;5777759;202.4921875
201.5;7668.697265625;7063469;488.770751953125
202;1439.97009277344;7838817;997.0693359375
202.5;-4999.2763671875;8180964;1525.25048828125
203;-10712.224609375;8573996;1771.42102050781
203.5;-14779.212890625;9694995;1473.84887695313
204;-16450.826171875;12061470;554.6064453125
204.5;-15336.3671875;15676538;-797.964233398438
205;-11495.796875;19832524;-2156.884765625
205.5;-5512.17333984375;23172184;-2994.12255859375
206;1583.83544921875;24017344;-2875.92260742188
206.5;8475.62890625;20883368;-1634.8857421875
207;13822.7734375;13014780;556.60595703125
207.5;16526.5390625;759870;3229.29296875
208;15992.3720703125;-14352194;5747.45751953125
208.5;12251.58984375;-29879880;7468.65234375
209;5988.9931640625;-43021776;7893.1416015625
209.5;-1624.3544921875;-51293912;6787.2392578125
210;-9191.744140625;-53136144;4262.7353515625
210.5;-15355.3046875;-48262224;790.837158203125
211;-19040.9375;-37664584;-2886.14599609375
211.5;-19654.30859375;-23277564;-5950.736328125
212;-17144.55078125;-7431437;-7761.8837890625
212.5;-11950.318359375;7733612;-8064.2666015625
213;-4890.46484375;20696980;-7056.90087890625
213.5;3004.95166015625;30720916;-5287.86279296875
214;10673.724609375;37724064;-3417.08203125
214.5;17139.646484375;41961392;-1962.26171875
215;21606.970703125;43658112;-1124.05078125
215.5;23512.216796875;42766832;-757.89990234375
216;22550.9375;38944560;-482.6904296875
216.5;18706.7265625;31769456;127.543823242188
217;12247.7275390625;21097356;1346.5146484375
217.5;3798.08618164063;7416829;3148.87866210938
218;-5696.78173828125;-7968096;5174.07177734375
218.5;-15025.3466796875;-23023412;6812.60205078125
219;-22859.865234375;-35354016;7407.58251953125
219.5;-27939.654296875;-42761184;6506.646484375
220;-29311.923828125;-43824808;4076.50439453125
220.5;-26544.462890625;-38322168;576.25
221;-19810.6640625;-27348860;-3160.322265625
221.5;-9975.3720703125;-13084186;-6204.857421875
222;1578.84716796875;1722451.5;-7857.62890625
222.5;13134.6142578125;14413832;-7877.2998046875
223;22939.73046875;23018088;-6514.7412109375
223.5;29511.07421875;26624364;-4358.03857421875
224;31859.40625;25433484;-2076.24682617188
224.5;29682.908203125;20510036;-183.41259765625
225;23364.75390625;13335974;1087.23168945313
225.5;13855.6171875;5340380;1780.78393554688
226;2497.12426757813;-2438639.25;2125.38793945313
226.5;-9188.884765625;-9458934;2392.529296875
227;-19714.2578125;-15546488;2762.3935546875
227.5;-27802.708984375;-20620888;3231.8701171875
228;-32488.087890625;-24415600;3597.087890625
228.5;-33180.9609375;-26342528;3524.03564453125
229;-29709.37109375;-25567304;2694.2958984375
229.5;-22346.7109375;-21297632;972.091247558594
230;-11799.73046875;-13174422;-1487.83093261719
230.5;796.966125488281;-1612388;-4243.4150390625
231;13943.8681640625;12063358;-6691.658203125
231.5;25940.224609375;25768488;-8261.1123046875
232;35077.1015625;37086728;-8584.2099609375
232.5;39905.95703125;43857928;-7583.650390625
233;39499.37109375;44746648;-5458.5751953125
233.5;33622.625;39606520;-2607.74243164063
234;22883.751953125;29522532;458.884887695313
234.5;8682.65234375;16504208;3201.71313476563
235;-6968.4794921875;2935831.5;5136.103515625
235.5;-21782.703125;-9057533;5938.00927734375
236;-33586.640625;-18117522;5551.96826171875
236.5;-40703.9921875;-23888360;4239.9716796875
237;-42220.2734375;-26916148;2515.45263671875
237.5;-38101.3984375;-28265664;958.3251953125
238;-29144.126953125;-28999988;-11.29248046875
238.5;-16801.234375;-29707736;-287.875732421875
239;-2884.04638671875;-30249228;-90.110595703125
239.5;10716.025390625;-29808116;171.429077148438
240;22330.595703125;-27224728;86.1486511230469
240.5;30667.55078125;-21493616;-591.87841796875
241;34950.9296875;-12242622;-1866.18041992188
241.5;34914.796875;-18832;-3504.4140625
242;30792.36328125;13724724;-5105.65966796875
242.5;23249.755859375;26945072;-6202.9169921875
243;13278.7490234375;37525240;-6388.5810546875
243.5;2102.923828125;43819752;-5443.8564453125
244;-8941.8359375;45053216;-3433.91552734375
244.5;-18514.958984375;41445080;-720.539306640625
245;-25425.41015625;34045120;2134.07885742188
245.5;-28805.2421875;24346552;4547.080078125
246;-28228.6875;13824350;6112.2607421875
246.5;-23842.103515625;3573780;6718.681640625
247;-16367.6767578125;-5853763;6546.361328125
247.5;-7005.51123046875;-14361598;5940.96240234375
248;2764.50317382813;-22042784;5236.8828125
248.5;11436.546875;-28857768;4612.326171875
249;17757.58203125;-34405016;4033.412109375
249.5;20949.09375;-37893088;3298.390625
250;20788.763671875;-38343840;2155.49560546875
250.5;17619.73828125;-34960816;444.828369140625
251;12238.5947265625;-27526020;-1782.19189453125
251.5;5677.0107421875;-16667234;-4207.32421875
252;-990.124572753906;-3868382.5;-6291.4375
252.5;-6857.7265625;8805181;-7425.29736328125
253;-11282.751953125;19212588;-7151.65625
253.5;-13936.7119140625;25704960;-5370.98974609375
254;-14744.4716796875;27584256;-2436.701171875
254.5;-13826.46484375;25283284;919.98388671875
255;-11379.4091796875;20208200;3818.9091796875
255.5;-7652.33056640625;14281242;5524.8447265625
256;-2935.3955078125;9339323;5688.36181640625
256.5;2376.140625;6574017;4442.45703125
257;7763.90771484375;6206341.5;2329.97509765625
257.5;12571.9375;7489038;98.4832763671875
258;16082.9365234375;9032422;-1549.59350585938
258.5;17630.453125;9333820;-2166.64038085938
259;16745.71484375;7331036;-1670.35375976563
259.5;13315.564453125;2783162;-332.59423828125
260;7655.6796875;-3628311;1327.09375
260.5;514.677978515625;-10525413;2712.93579101563
261;-7037.89892578125;-16282538;3334.50830078125
261.5;-13798.134765625;-19554916;2959.51049804688
262;-18670.4765625;-19696568;1688.86401367188
262.5;-20870.888671875;-16933078;-78.641357421875
263;-20069.328125;-12239746;-1790.46057128906
263.5;-16439.544921875;-6976886;-2946.89208984375
264;-10588.771484375;-2424703.5;-3286.02783203125
264.5;-3430.3681640625;624007;-2866.44555664063
265;4001.34545898438;2062126;-2013.66174316406
265.5;10723.50390625;2398540;-1160.57543945313
266;15932.8515625;2461060;-657.32080078125
266.5;19071.2265625;2990326;-636.96826171875
267;19839.6875;4288973;-976.597412109375
267.5;18186.806640625;6062559;-1364.64074707031
268;14276.625;7518735;-1434.015625
268.5;8486.2705078125;7691587;-918.224365234375
269;1388.826171875;5865616;227.593017578125
269.5;-6234.232421875;1940499.25;1774.05053710938
270;-13443.6875;-3414115;3266.65356445313
270.5;-19217.6640625;-8887626;4168.87060546875
271;-22596.513671875;-12901254;4059.71240234375
271.5;-22867.34765625;-14111408;2815.087890625
272;-19738.775390625;-11868262;693.9462890625
272.5;-13462.58984375;-6458877;-1725.59619140625
273;-4840.4794921875;944890.125;-3741.251953125
273.5;4856.28564453125;8629325;-4779.45556640625
274;14109.3447265625;14855132;-4597.24755859375
274.5;21426.185546875;18379240;-3349.39794921875
275;25632.474609375;18794412;-1505.36181640625
275.5;26075.15625;16595928;332.330749511719
276;22761.927734375;12934276;1630.48620605469
276.5;16328.1591796875;9169199;2078.52734375
277;7877.82568359375;6368706;1663.89575195313
277.5;-1246.78588867188;4943942;661.366088867188
278;-9725.7841796875;4532673;-455.880615234375
278.5;-16473.416015625;4181628;-1171.40673828125
279;-20782.8515625;2751566;-1110.95263671875
279.5;-22361.65234375;-600469;-192.978515625
280;-21290.78515625;-6034953;1319.36987304688
280.5;-17925.53515625;-12884284;2901.21362304688
281;-12801.3017578125;-19803754;3960.95092773438
281.5;-6534.50390625;-25173140;4063.92236328125
282;204.990234375;-27616156;3096.3046875
282.5;6730.4755859375;-26450196;1299.30517578125
283;12350.33984375;-21922224;-824.778381347656
283.5;16405.833984375;-15129674;-2692.26416015625
284;18341.7890625;-7667030;-3829.47973632813
284.5;17812.16796875;-1106836;-4012.46215820313
285;14791.185546875;3495990;-3316.2001953125
285.5;9635.205078125;5905193.5;-2072.2158203125
286;3084.1416015625;6716098;-750.44189453125
286.5;-3830.9130859375;7061192.5;198.3232421875
287;-9956.2626953125;8137978;496.1435546875
287.5;-14247.0390625;10714364;139.81884765625
288;-15975.3056640625;14801976;-595.443603515625
288.5;-14889.6689453125;19609058;-1261.07763671875
289;-11258.9296875;23783944;-1420.22033691406
289.5;-5826.9755859375;25874204;-832.523315429688
290;407.71826171875;24824860;438.97314453125
290.5;6338.37060546875;20349276;2051.7529296875
291;11010.1005859375;13044372;3521.68115234375
291.5;13773.953125;4216564;4407.26171875
292;14354.4619140625;-4513288.5;4463.642578125
292.5;12840.37109375;-11693454;3710.6611328125
293;9595.814453125;-16426866;2406.35278320313
293.5;5151.2451171875;-18556856;949.90185546875
294;102.09619140625;-18580772;-252.53857421875
294.5;-4967.29345703125;-17350828;-921.2099609375
295;-9511.49609375;-15683020;-996.34326171875
295.5;-13030.8662109375;-14027024;-658.284912109375
