Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
345.5;-2585011.5;-1301825.75;572181.875
346;3904336.5;-2446230.25;592067.625
346.5;9849771;-2985550.25;442007
347;14431268;-2822642.75;156886.828125
347.5;17017748;-2036511.75;-190387.21875
348;17282220;-856798.625;-509009.125
348.5;15263856;400275.375;-712336.0625
349;11358978;1417538.25;-738752.375
349.5;6239966;1958864.75;-567972
350;720380.5625;1927439;-230497.15625
350.5;-4404227;1384730.75;194311.359375
351;-8503022;526760.9375;594511.375
351.5;-11210706;-375400.75;854547.125
352;-12459820;-1053544;889231
352.5;-12440548;-1318274.5;671581.6875
353;-11502921;-1110114.75;244089.703125
353.5;-10028901;-512126.5625;-290383.96875
354;-8313385;273031.5;-795229.9375
354.5;-6484267.5;987574.5;-1136259.875
355;-4488085.5;1392182;-1216946.25
355.5;-2140450;1338464;-1004147.125
356;768460.625;812556;-537576.3125
356.5;4348425.5;-57260;78945.8828125
357;8497955;-1033644.5;702629.5
357.5;12844720;-1834469.875;1186650.75
358;16761271;-2210186.5;1415133.125
358.5;19461450;-2015165.5;1329524.875
359;20161460;-1253303.5;941215.625
359.5;18271182;-82971.5;329275.34375
360;13571493;1218497.5;-375209
360.5;6328376;2324759;-1015664
361;-2684296.5;2945846.5;-1444629.25
361.5;-12272536;2906121.75;-1560785.125
362;-21005796;2192780.75;-1338632
362.5;-27463516;962249.75;-839422.3125
363;-30494706;-497631.375;-195367.53125
363.5;-29438768;-1839696.875;430582.0625
364;-24261040;-2744783;894385.125
364.5;-15576194;-3003293;1110843.375
365;-4554844;-2567293.75;1068451.625
365.5;7266145;-1562060.5;817523.4375
366;18233488;-252224.3125;443096.1875
366.5;26837300;1026995.25;36986.6875
367;31935988;1957423;-320542.4375
367.5;32908428;2319833.75;-569879.75
368;29713230;2050713.75;-676978.875
368.5;22856596;1254464;-638421.125
369;13284748;173072.6875;-485069.84375
369.5;2229656.5;-881368.75;-278160.03125
370;-8963008;-1611923.5;-92811.109375
370.5;-18993822;-1816863.5;7816.84375
371;-26742072;-1443105;-1579.28125
371.5;-31362042;-599538;-95583.8125
372;-32344792;472721.0625;-206739.65625
372.5;-29553980;1465828.5;-253229.28125
373;-23236356;2089180;-174442.71875
373.5;-14013721;2148909.5;41497.84375
374;-2849518;1601524;350062.3125
374.5;9018323;568240.75;664577.125
375;20182076;-694578.25;885245.25
375.5;29210060;-1861924.375;930598.9375
376;34825372;-2625704.25;760399.6875
376.5;36095824;-2776512.5;385618.6875
377;32606428;-2260063;-133701.625
377.5;24578628;-1192829;-698592.5
378;12903408;167742.75;-1187449.125
378.5;-932552.125;1490597;-1478212.875
379;-15030210;2456129.5;-1477445.125
379.5;-27350172;2837587.25;-1150850.5
380;-36032880;2556797;-544596
380.5;-39711072;1700928.5;215914.1875
381;-37755616;496359.875;955505.875
381.5;-30404154;-750819;1498937.625
382;-18743900;-1736604;1721250.25
382.5;-4544862;-2235668.5;1579331.625
383;10027734;-2157871.5;1114682.75
383.5;22773932;-1567171.375;433312.65625
384;31824172;-660164.25;-324293.625
384.5;35942308;291794.5;-1010935.1875
385;34712560;1020840.5;-1495499.75
385.5;28577660;1336076.5;-1682964
386;18727838;1176588;-1534026
386.5;6864236;624589.5;-1079901.25
387;-5109680.5;-121415.75;-423405.625
387.5;-15411642;-805259.5;281725.4375
388;-22657880;-1188433;871334.8125
388.5;-26047996;-1119808;1218120.625
389;-25435078;-581824.5;1267443.5
389.5;-21277452;298596.5;1046746.4375
390;-14499957;1282248.5;647252.4375
390.5;-6296403;2078036.75;188501.875
391;2077625;2424859.5;-218434.0625
391.5;9488313;2166779;-496221.4375
392;15056736;1302474.25;-612079.125
392.5;18229268;-5172.25;-575683.875
393;18793208;-1464919.875;-430293.625
393.5;16848818;-2725028;-239363.90625
394;12757160;-3466602.5;-70558.265625
394.5;7080291;-3484853.75;22225.2890625
395;518583.9375;-2744816.75;15236.166015625
395.5;-6146921;-1394901;-75624.9375
396;-12116971;266440.25;-197745.53125
396.5;-16643384;1862204;-279049.5
397;-19108006;3029107;-254998.46875
397.5;-19107240;3504494.5;-96061
398;-16528322;3192378;176337.0625
398.5;-11602484;2183647.5;492652.25
399;-4912036;733323.5;756916.125
399.5;2659645.5;-805149.125;878404.75
400;10035752;-2067139.25;801443.6875
400.5;16108794;-2767316;522286.25
401;19924108;-2767252;90252.78125
401.5;20856710;-2105625;-404859.59375
402;18741112;-982373.75;-852713.0625
402.5;13922847;297833.875;-1145374.5
403;7214468;1408723.25;-1200553.75
403.5;-241297.25;2085465;-983110.625
404;-7179016;2190393.25;-520349.03125
404.5;-12448567;1742473.625;95911.09375
405;-15233228;904931.625;725832.375
405.5;-15203407;-64135.25;1215872.375
406;-12571151;-886071.5;1440999.75
406.5;-8033809;-1340338;1340104.875
407;-2617795;-1321774;932317.5625
407.5;2541991.5;-869551.5;310135.5625
408;6439286;-152877;-385791.25
408.5;8397844;581200.125;-1000851.625
409;8193823;1080396.25;-1400757.25
409.5;6074399;1166093.5;-1500131.375
410;2675908.5;781941;-1281387
410.5;-1139989.625;18205.5;-799614
411;-4488095;-915155.5;-170939.75
411.5;-6653167;-1744377.5;455641.875
412;-7233882;-2207835.5;936563.5625
412.5;-6205991.5;-2130725;1170422
413;-3896442.25;-1479390.75;1121927.625
413.5;-880179.25;-374934.25;826010.3125
414;2169668;931457.875;373280.875
414.5;4641275;2120620;-116605.78125
415;6113740.5;2887205.5;-525100
415.5;6430173;3021128;-761750.25
416;5698932;2464397.5;-783456.75
416.5;4233478;1334462.5;-602901.8125
417;2447963.75;-109739;-283758.125
417.5;743318.8125;-1525361.25;77059.3671875
418;-590053.5;-2573476;376806.5625
418.5;-1426205.375;-3004063.5;535943
419;-1806216.25;-2720170.5;519917.34375
419.5;-1892735.875;-1802505.5;346739.59375
420;-1895430.75;-489150.5;78964.734375
420.5;-1991815;887156.375;-196743.671875
421;-2265947.25;1981871.75;-395702.9375
421.5;-2684996.75;2528291.25;-459570.9375
422;-3114838.25;2404066;-372657.75
422.5;-3370454.5;1662914.75;-165945.65625
423;-3281483;515013.25;92589.078125
423.5;-2752408;-726341.875;318848.28125
424;-1796912.625;-1730273.375;438787.8125
424.5;-537030.875;-2232759.25;411616.5625
425;832832.9375;-2106826.25;242827.875
425.5;2106078.5;-1393577.5;-17011.91015625
426;3126613.25;-289902.5;-286946.1875
426.5;3833810.25;904731;-478808.0625
427;4274244.5;1868675.5;-523218.84375
427.5;4571629.5;2342753.25;-390458.5625
428;4866840;2200543.25;-101928.046875
428.5;5241916;1479059.125;272545.65625
429;5656629;368771.75;630979.375
429.5;5920257.5;-836613;865864.1875
430;5715573.5;-1819199.5;893769.25
430.5;4675153;-2322312;679487.3125
431;2494839.75;-2218454.5;248454.96875
431.5;-940162.5;-1542756.5;-315836.40625
432;-5457894.5;-482188.5;-888509.75
432.5;-10557483;675636.875;-1330975.875
433;-15448980;1620432.5;-1524441.875
433.5;-19172886;2102420;-1402050.5
434;-20783516;1997147;-970562.8125
434.5;-19559132;1337076.5;-313689.0625
435;-15193798;301755;426833.15625
435.5;-7921913;-831232.75;1087534.5
436;1455374.25;-1760400.125;1524673.75
436.5;11657534;-2238797.5;1647694.75
437;21119640;-2139200;1435111.5
437.5;28258480;-1487006.75;933466.625
438;31760780;-453047.5;244465.375
438.5;30839880;692239.9375;-494218.0625
439;25401804;1652108.125;-1132433.25
439.5;16091156;2183762.5;-1535854.25
440;4201594;2162912.5;-1617439.875
440.5;-8531014;1615565.625;-1364039.625
441;-20214876;708726.3125;-846272.6875
441.5;-29112916;-296926.875;-202211.1875
442;-33921872;-1119255.75;404068.625
442.5;-33968740;-1532213.5;834195.75
443;-29295994;-1427736.5;1016020.875
443.5;-20627454;-847309;956307.25
444;-9228562;29364;723144.25
444.5;3306549.75;932927.25;410592.53125
445;15296270;1578786.5;104367.34375
445.5;25204484;1747348;-138168.21875
446;31826824;1348704.75;-291213.5625
446.5;34413344;452945;-354173.5625
447;32722392;-723884.75;-344554.0625
447.5;27009460;-1873045.25;-293066.09375
448;17969776;-2674354;-239515.40625
448.5;6646881;-2883022.5;-223673.125
449;-5678799;-2397857.5;-270652.65625
449.5;-17611304;-1293733;-375713.25
450;-27769060;191770.25;-497613.375
450.5;-34920172;1714000.875;-568067.25
451;-38116944;2905206.75;-517312.9375
451.5;-36820536;3466559;-306120.0625
452;-30999642;3242595.5;50899.375
452.5;-21182890;2263959;482098.40625
453;-8443632;741702.5;878915.875
453.5;5692070;-980621.5;1130092
454;19418260;-2509320.75;1155768.625
454.5;30884990;-3494529;929271.5
455;38468264;-3714485.25;481575.125
455.5;41031296;-3127074.5;-107286.875
456;38130144;-1877368;-724121.9375
456.5;30118784;-257814;-1241069
457;18129546;1365418.5;-1537063.625
457.5;3917634.25;2643054.25;-1523931.75
458;-10405360;3324530.75;-1174051.5
458.5;-22710926;3311849.5;-540179.875
459;-31202616;2674025;245605.5625
459.5;-34712912;1618810.875;1001155.5625
460;-32891274;432372.5;1545041.625
460.5;-26247920;-598506.5;1750085
461;-16046922;-1261284;1577781.25
461.5;-4066974;-1467780;1081715.5
462;7716110;-1269060.5;383664.4375
462.5;17471640;-830441;-363505.25
463;23809730;-374043.84375;-1010612.1875
463.5;25982078;-105671.25;-1438314.75
464;23956904;-150561;-1574484
464.5;18362990;-512510.25;-1405320.5
465;10327086;-1072084;-979751.5
465.5;1241578;-1622602.5;-402066.1875
466;-7484122;-1933792.125;190702.9375
466.5;-14643976;-1823479;663593.75
467;-19392104;-1218149.25;921266.9375
467.5;-21315896;-184938.5;933310
468;-20429202;1076079.5;737977.875
468.5;-17100560;2274968.25;423199.46875
469;-11943323;3106190.5;94012.046875
469.5;-5697349;3328450;-160239.0625
470;876889.375;2833775;-288353.625
470.5;7074964;1684536;-284121.875
471;12298169;107951.5;-179775.78125
471.5;16077182;-1552271.5;-31213.3125
472;18085848;-2915567.75;99679.390625
472.5;18152320;-3657118;161008.53125
473;16274104;-3587386.75;124133.875
473.5;12634805;-2703495.75;-8045.84375
474;7614393;-1192023;-199374.796875
474.5;1778483.75;612996.5;-387127.6875
475;-4163174.25;2308106.75;-498418.75
475.5;-9434856;3516722.25;-473522.90625
476;-13302403;3978071.25;-289448.3125
476.5;-15196619;3608179;25585.5625
477;-14824620;2516924.25;394694.9375
477.5;-12244370;976354.75;713603.3125
478;-7876696;-644308;883309.75
478.5;-2450677.5;-1976530;842695.375
479;3119160;-2739927;587654.75
479.5;7899061;-2808539;172176.046875
480;11109800;-2235716;-307189.3125
480.5;12274840;-1233148.375;-736166
481;11306822;-107487.5;-1009885.125
481.5;8511385;823533;-1056176.875
482;4509792.5;1315798.25;-853273.25
482.5;96134.75;1260603.75;-438184.625
483;-3937369.25;708013.5;97225.1875
483.5;-6966147.5;-152884.015625;625046.125
484;-8649996;-1050073.75;1012035.8125
484.5;-8980238;-1706412.25;1155193.625
485;-8242785.5;-1916329.5;1010464.875
485.5;-6912622.5;-1604276.5;605538
486;-5506080.5;-840546.9375;33064.81640625
486.5;-4431464;175281.5;-572717.5
487;-3874118.25;1172541.5;-1068386.375
487.5;-3747973.25;1884606;-1335224.875
488;-3723871.5;2121022;-1307198.875
488.5;-3328576.75;1821937;-986951.375
489;-2091999.25;1072390;-445751
489.5;299117.8125;80104.5;193223.0625
490;3876074.5;-879093.75;785269.5625
490.5;8327183;-1536194.75;1199002.875
491;13021530;-1700281.25;1346607.375
491.5;17113428;-1311119.5;1201487.625
492;19710124;-458902.5;801118.375
492.5;20065812;638095.75;236748.03125
493;17757708;1688707.25;-366483.78125
493.5;12802907;2405087;-875824.5625
494;5689307;2580453.75;-1180855.25
494.5;-2688669.5;2145970.5;-1221453.5
495;-11177722;1191450.5;-1005773.375
495.5;-18563068;-56136;-609580.25
496;-23776224;-1290474.5;-153294.59375
496.5;-26071404;-2206791.5;237192.875
497;-25137316;-2581315.5;471033.125
497.5;-21128642;-2332025;518643.9375
498;-14617643;-1541310;412825.9375
498.5;-6484908.5;-434446.78125;227415.3125
499;2227375;679494.5;44698.9609375
499.5;10464661;1490429.5;-73164.734375
500;17290294;1771175;-99273.90625
500.5;21978976;1439943.5;-42434.65625
501;24070274;583839.5;62476.28125
501.5;23383760;-561559.75;167352.6875
502;20011596;-1674475.125;223427.34375
502.5;14295724;-2431589.25;191747.34375
503;6798298;-2595391;54059.3515625
503.5;-1731715.25;-2079060.5;-178600.4375
504;-10403281;-973035.25;-461394.625
504.5;-18243662;474247.4375;-720584.1875
505;-24284570;1917704.25;-870321.6875
505.5;-27670180;3000739;-839103.25
506;-27782112;3445152;-597421.75
506.5;-24358758;3122986.5;-174892.375
507;-17586958;2088202;341712.4375
507.5;-8137382;567547;830495.5
508;2873558.5;-1092557.375;1168916.375
508.5;14006013;-2509459;1267321
509;23690516;-3355726.75;1091140.25
509.5;30471220;-3437862;667132.625
510;33252824;-2741981.75;75833.40625
510.5;31510252;-1434535.625;-564191.25
511;25410476;181797;-1116800.875
511.5;15819210;1742013.5;-1453223.5
512;4182415.5;2909617.5;-1480787.875
512.5;-7705481;3454166.25;-1171263.5
513;-18002664;3300685.5;-578381.875
513.5;-25138512;2538856;166719.65625
514;-28086552;1390528;886611.875
514.5;-26539306;145954.5;1407578
515;-20951112;-911120;1609677.875
515.5;-12441166;-1578605;1457459.375
516;-2575893;-1781509;1001487.8125
516.5;6920855;-1580979;355453.9375
517;14477978;-1145924.25;-338169.46875
517.5;18941476;-694241.25;-940202.5
518;19751480;-421054.125;-1339377.375
518.5;16998920;-437297;-1469100.25
519;11364908;-733680.75;-1318305.75
519.5;3959216.25;-1185834.25;-934686.25
520;-3899172;-1592213;-415843.5625
520.5;-10917588;-1739558.625;113845.96875
521;-16035440;-1471371.25;536902.5
521.5;-18567692;-744137.625;775299.8125
522;-18271020;346988.125;809861.5625
522.5;-15330126;1582377.25;678278.6875
523;-10283242;2669357.5;454834.03125
523.5;-3907501;3315063;221017.25
524;2911354.75;3306866.5;39863.7109375
524.5;9295964;2575989;-58093.921875
525;14475948;1228017;-75824.703125
525.5;17854516;-471686;-41404.28125
526;19052648;-2152360.25;3989.53125
526.5;17930636;-3424536.25;18586.34375
527;14597802;-3971603.5;-28997.125
527.5;9409926;-3631745.5;-149337.65625
528;2952254.5;-2441507.5;-324973.625
528.5;-3998113;-633795.25;-508817.5625
529;-10538078;1411787.75;-632920.75
529.5;-15737695;3253624;-627463.3125
530;-18764444;4490371.5;-447392.15625
530.5;-19021432;4851769;-95657.03125
531;-16273704;4263077.5;367203.78125
531.5;-10735620;2858385.25;834441.875
532;-3091403.5;949016.875;1182820.625
532.5;5566480.5;-1051425.5;1309722.75
533;13882518;-2725289;1163626.25
533.5;20449650;-3747541;758070.1875
534;24053120;-3958932;166667.71875
534.5;23899794;-3394192.5;-494704.875
535;19787350;-2265703;-1092150.5
535.5;12173464;-896798.75;-1499407.5
536;2125673;362670.6875;-1622542.5
536.5;-8843643;1226057.75;-1423389
537;-19030332;1536177;-934948
537.5;-26830450;1294807.25;-261470.5
538;-31018392;649115.375;443159
538.5;-30953792;-157681.4375;1015792.25
539;-26683744;-862825.5625;1329626.75
539.5;-18916900;-1252241.25;1327848.75
540;-8882894;-1220713.25;1032887.875
540.5;1896765.75;-794947.75;531291.3125
541;11877216;-119182.5;-55530.578125
541.5;19746716;591810.5;-601503.875
542;24623450;1118495;-999481.125
542.5;26159092;1304275;-1176399
543;24538456;1100754;-1103814.125
543.5;20384300;586854;-804306.25
544;14593916;-57538.5;-350042.875
544.5;8151232.5;-601012.625;149987.515625
545;1951175.625;-829479.75;575464
545.5;-3328410;-611311.5;826849.375
546;-7287882;57707.5;853798.375
546.5;-9799338;1042646.5;668650.5
547;-10947755;2096693;340284.375
547.5;-10945248;2920926;-29227.9375
548;-10047050;3242350.5;-336481.375
548.5;-8490679;2891994.25;-507014.25
549;-6472663;1853806.75;-513447.8125
549.5;-4155446.5;287958.75;-378844.75
550;-1698966.5;-1507141.75;-164862.6875
550.5;711067.75;-3156243;50130.9453125
551;2848048;-4299357;195205.5625
551.5;4459003;-4680774.5;226828.625
552;5303365;-4213012.5;139302.1875
552.5;5212311;-3003051;-35717.578125
553;4143644.75;-1326850.5;-238909.875
553.5;2218614.25;434954;-399890.875
554;-277276.8125;1891855.5;-456734.625
554.5;-2934136.5;2735936.5;-375044.40625
555;-5292803;2816604;-161009.625
555.5;-6937012;2172884.5;136303.625
556;-7582351;1021274;436200.1875
556.5;-7137512;-305472.75;648892.8125
557;-5719742;-1440221.875;703250.6875
557.5;-3624227.5;-2077370.5;569687
558;-1248226;-2047550.875;270956.5625
558.5;1009003.25;-1358778;-122870.546875
559;2842478.25;-191366;-512106.625
559.5;4112864.75;1150589.5;-792965.625
560;4868432.5;2318564;-883841.0625
560.5;5312160;3009209;-747089.8125
561;5722017;3039761.5;-401126
561.5;6342668;2395885.5;80427.9765625
562;7281137;1230955.75;583788.375
562.5;8436578;-171357.25;982052.625
563;9488215;-1468119.5;1167078.625
563.5;9951479;-2347697;1078030.375
564;9295900;-2605800;717883.25
564.5;7097132.5;-2198400;154594.046875
565;3189050;-1249579;-493048
565.5;-2228729.25;-16915;-1080830.75
566;-8560492;1177270.25;-1471543.875
566.5;-14875656;2030711.25;-1568083.75
567;-20060812;2338448.5;-1339488.75
567.5;-23031312;2042362;-832252.875
568;-22960344;1239225.25;-160050.65625
568.5;-19476844;152595.375;526007.25
569;-12782990;-933819.25;1078036.75
569.5;-3666718.5;-1751066;1387845.875
570;6601949;-2116324.5;1407578.625
570.5;16472310;-1978336;1151394.75
571;24376340;-1425870.25;683595
571.5;28999820;-657466.1875;102012.5
572;29514152;78955.625;-478845.0625
572.5;25721860;560778.5;-945424.875
573;18090448;654617.25;-1206140
573.5;7673435;355500.375;-1214639.375
574;-4064539;-212153.578125;-986902.6875
574.5;-15482108;-832148.75;-601350.125
575;-25011650;-1260633.75;-176863
575.5;-31382460;-1299880.75;167225.875
576;-33783504;-859692.75;352677.0625
576.5;-31947192;7004.8125;366897.9375
577;-26148666;1112413.125;259490.78125
577.5;-17134828;2176273.5;114246.625
578;-6002142;2898085.5;10199.2109375
578.5;5950739;3039760;-8504.69921875
579;17376136;2495164;56192.421875
579.5;27013744;1329117;165506.625
580;33807988;-226603;264540.25
580.5;36998184;-1821666.5;302964.03125
581;36183188;-3067759;248760.1875
581.5;31365948;-3635003;92707.21875
582;22969356;-3337943;-150668.5
582.5;11823112;-2188304;-443679.125
583;-889270.5;-403042.5;-727022.75
583.5;-13730027;1639377.5;-926346.6875
584;-25154860;3482102.75;-968100.375
584.5;-33699284;4694654.5;-803760.3125
585;-38185064;4973494.5;-434107
585.5;-37912648;4213433.5;79042.625
586;-32804020;2536355.5;623033.125
586.5;-23463612;262472.75;1065212
587;-11133275;-2158539.25;1292949.75
587.5;2463579;-4248353.5;1245765
588;15369460;-5605189;927733
588.5;25696054;-5989245.5;400527.28125
589;31931316;-5368967;-235257.3125
589.5;33195108;-3917162;-860212.875
590;29394558;-1959776;-1353746.625
590.5;21244596;105589;-1610627.75
591;10150934;1904467;-1561113.75
591.5;-2030328;3163790;-1192488.125
592;-13308986;3759358;-564194.75
592.5;-21898176;3723724.5;195992.90625
593;-26510932;3215209.5;920008.5625
593.5;-26560024;2458334.25;1445168.625
594;-22230654;1678661.25;1661126.5
594.5;-14415894;1038920.75;1537498.25
595;-4530467.5;604346.75;1124631.375
595.5;5754290;337770;530542.25
596;14803314;128492.125;-111604.078125
596.5;21282862;-156455.28125;-674223.625
597;24352470;-613834.375;-1057062.375
597.5;23755320;-1258707.5;-1201514.625
598;19802636;-2005425.125;-1099373.75
598.5;13266680;-2682133.75;-794743.8125
599;5212510.5;-3077761.75;-376062.25
599.5;-3191492.75;-3005295.5;45097.6953125
600;-10850014;-2365301.5;364541.1875
