Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
63;25181052;578365.375;282291.28125
63.5;18197370;914586.3125;-383115.53125
64;8220907;1244545.5;-1122191.125
64.5;-3442530;1403858.75;-1684370.75
65;-15061571;1236707.25;-1842561
65.5;-24747890;669540.25;-1479962.25
66;-30801468;-237603;-645308.625
66.5;-32059938;-1285366.75;449256.4375
67;-28166514;-2182931.75;1492379.5
67.5;-19684044;-2632257;2177162
68;-8018993;-2430120;2303565
68.5;4836633.5;-1548643.5;1839979.375
69;16688574;-165996.5;924531.9375
69.5;25561636;1369230.25;-186117.40625
70;30063364;2634086;-1196595.25
70.5;29611476;3260111;-1855294.75
71;24485836;3049351.5;-2020037.75
71.5;15709664;2041591;-1692786.25
72;4806262;506161.5;-1014739
72.5;-6501733;-1138001.25;-219876.71875
73;-16579910;-2447347.25;443248.4375
73.5;-24104430;-3083716.5;797194.75
74;-28193172;-2909679;795913.3125
74.5;-28449204;-2020520.25;532674.375
75;-24939606;-706859.375;191168.09375
75.5;-18139412;643015.5;-39112.5
76;-8862448;1662343.5;-45343.578125
76.5;1812404.625;2113105.25;164473.703125
77;12626494;1945720;472638.8125
77.5;22250916;1295126.375;709559.1875
78;29427666;418974.25;730138.0625
78.5;33136480;-397719;476147.375
79;32761566;-935899.5;1183.21875
79.5;28221018;-1102223.5;-548469.375
80;20018438;-935973.5;-986963.4375
80.5;9191314;-570159.5;-1156146.75
81;-2845102;-164290.5;-984180.875
81.5;-14529882;160057;-516081.15625
82;-24412124;357268.75;95826.59375
82.5;-31372200;456052.125;641509.75
83;-34759128;524568.875;927694.875
83.5;-34421092;619362.25;850753
84;-30638016;742629;438761.8125
84.5;-23992472;828142.5;-155493.5625
85;-15228184;764016;-708684.125
85.5;-5140784;445539;-1007398.1875
86;5474117;-163594;-925032.125
86.5;15818740;-987838;-467795.09375
87;25063596;-1835796;225125.984375
87.5;32333004;-2443815;925553.0625
88;36741896;-2557257.75;1389289.25
88.5;37503328;-2023725;1435510.875
89;34096600;-866029.5;1008721.6875
89.5;26454008;696503.5;204562.21875
90;15107940;2290635.25;-750129.75
90.5;1237045.625;3488791.5;-1561115.5
91;-13427694;3935649.75;-1959879.875
91.5;-26839624;3460216.5;-1798442.375
92;-36976120;2136922.75;-1109760.375
92.5;-42209304;274345.6875;-104423.5
93;-41623392;-1665672.5;902842.8125
93.5;-35204144;-3196210.75;1609537.875
94;-23856334;-3940160.5;1834501
94.5;-9249729;-3735217;1571433
95;6469532;-2674166;968381.9375
95.5;21035008;-1069838.25;251614.71875
96;32411160;643167.75;-365392.9375
96.5;39076412;2037886;-749478.8125
97;40201972;2813582.75;-873037.625
97.5;35716172;2866690.5;-799048.75
98;26269676;2295185.5;-640838.5
98.5;13126002;1341862.75;-513183.875
99;-1996561;301306.5;-488328.5
99.5;-17114884;-574374.375;-567784.5
100;-30193660;-1140480;-678990.375
100.5;-39376016;-1377905.625;-701806.4375
101;-43221196;-1366158.5;-519884.9375
101.5;-40928464;-1225724.875;-79537.125
102;-32510636;-1056965.25;569505.0625
102.5;-18874824;-897229.75;1273215.75
103;-1772249.625;-713217.625;1817189.625
103.5;16402338;-430785;1999635.375
104;32948176;11323.5;1705472.625
104.5;45285884;608203;954063.6875
105;51397352;1262126.5;-96176.875
105.5;50188280;1799143.5;-1187702.125
106;41695560;2026728.25;-2036737.75
106.5;27090574;1809715.25;-2417861.5
107;8477532;1135039.75;-2235601.75
107.5;-11469114;135523.4375;-1559272.25
108;-29948516;-938638.5;-605288.375
108.5;-44468424;-1792227;333534.125
109;-53189520;-2178513.25;990471.8125
109.5;-55129968;-1981494.5;1219721
110;-50216856;-1261518.125;1042588
110.5;-39206488;-241441.5;624237.5625
111;-23517836;758383;193563.5
111.5;-5024903;1422060;-54968.296875
112;14154070;1542765;-34449.453125
112.5;31853968;1094089;212508.28125
113;46046572;242548.75;543116.75
113.5;55019248;-705526.4375;775649.8125
114;57554948;-1406865.25;757091
114.5;53104256;-1598593;416699.5625
115;41924368;-1190328;-205927.9375
115.5;25144526;-296710;-963334.75
116;4716424;800076;-1633707.75
116.5;-16776081;1744358.5;-1983535.5
117;-36443916;2224298.5;-1847023.75
117.5;-51515264;2072756.5;-1197838.5
118;-59781152;1319327.5;-179394.5625
118.5;-59975728;179445.625;930483
119;-52009304;-1016643;1814348.5
119.5;-37004408;-1926447.5;2230402.25
120;-17120654;-2302762.5;2095026.75
120.5;4793652.5;-2066754;1497445.125
121;25653990;-1325217.625;648008.375
121.5;42610072;-326804.53125;-207913.75
122;53449888;625808;-870799.1875
122.5;56878704;1276050.75;-1235872
123;52643620;1489380;-1302435
123.5;41507912;1282391;-1151456.5
124;25100684;795512.875;-903281
124.5;5680498.5;227947.0625;-669430.125
125;-14152228;-239490.78125;-510584.9375
125.5;-31764760;-503640.25;-414469.375
126;-44802624;-561168;-304205.75
126.5;-51481100;-489660.875;-78609.3125
127;-50833420;-398833.875;328615.5625
127.5;-42883944;-371662.5;897849.875
128;-28707104;-422997.5;1506731.875
128.5;-10339534;-488684.75;1960117
129;9469899;-455067.5;2056715
129.5;27656408;-217699.25;1666092.25
130;41329744;254933.125;787091.3125
130.5;48274680;881484.5625;-432941.0625
131;47362416;1474186;-1724612.875
131.5;38781020;1797836.5;-2762519
132;24026146;1653102.5;-3255002
132.5;5643341.5;964926.5;-3034155
133;-13232359;-169689;-2119448
133.5;-29446630;-1489866.5;-728142.625
134;-40389160;-2635986.5;780774
134.5;-44437520;-3253430;2018042.625
135;-41196432;-3102742;2690276
135.5;-31496744;-2144532;2688457.75
136;-17173006;-566764;2102728.5
136.5;-681543.8125;1252484.5;1164983
137;15350193;2844639.75;154225.671875
137.5;28550598;3783742;-691739.875
138;37135048;3812043;-1229593.5
138.5;40102344;2918109.75;-1424507.75
139;37291864;1340271.5;-1334169.5
139.5;29323852;-505206.71875;-1074956.25
140;17456772;-2147378;-778701.375
140.5;3395135.5;-3194836.25;-547456.875
141;-10927864;-3438380.5;-417845.9375
141.5;-23578252;-2893790.5;-349475.40625
142;-32849342;-1776066.75;-247350.96875
142.5;-37477680;-419200.0625;-14612.75
143;-36824128;828943.75;386711.5
143.5;-30990360;1705208.25;896976.6875
144;-20838256;2088510.75;1366088.625
144.5;-7889561;2008293.5;1607406.875
145;5893905;1602862.75;1476281.75
145.5;18423216;1049334.125;937720.0625
146;27832954;494478.375;93920.53125
146.5;32801120;12510.125;-839989.375
147;32768622;-396082;-1602625.125
147.5;28010608;-768622.25;-1970791.75
148;19545126;-1133004.625;-1833266.5
148.5;8903753;-1465765.75;-1229377
149;-2178560;-1682673.75;-339636.75
149.5;-12081070;-1664556.75;570462.4375
150;-19551830;-1309756;1236409.5
150.5;-23852952;-592067.75;1481970.75
151;-24781232;399832.375;1276019
151.5;-22587052;1461819;737259.8125
152;-17835200;2318408.5;85382.71875
152.5;-11260134;2702463.75;-441696.75
153;-3656354.5;2446306.25;-672279.125
153.5;4180383.5;1550366.5;-556656.375
154;11470509;204261.875;-176685.90625
154.5;17455842;-1253310.25;290753.28125
155;21425578;-2427467.5;640351.875
155.5;22784720;-2984601.5;711674.625
156;21162410;-2758729.5;445260.84375
156.5;16535827;-1806601;-94560.5625
157;9324282;-396505.75;-736724.5625
157.5;410115.375;1071138.625;-1256428.5
158;-8944547;2184768.5;-1450005.375
158.5;-17285138;2645191;-1209453
159;-23223628;2352293.5;-569592.1875
159.5;-25712388;1429575.25;293785.5625
160;-24265212;178169.875;1120096.75
160.5;-19069636;-1019521.125;1655382.5
161;-10959816;-1820636.75;1742701.875
161.5;-1257261.75;-2023557.5;1373803.625
162;8483067;-1622492.75;683685.375
162.5;16759098;-796655.625;-105543
163;22376348;159728.1875;-764395.1875
163.5;24620440;940281.5;-1129313.25
164;23322400;1326746.25;-1146235.125
164.5;18823790;1251317.75;-875354.875
165;11867256;804120.25;-459948.09375
165.5;3453570;185442.625;-70756.765625
166;-5302288;-374410.84375;156114.71875
166.5;-13293829;-698462.3125;167786.953125
167;-19522048;-719346.9375;12078.8125
167.5;-23178114;-490817;-184790.1875
168;-23722092;-153351.78125;-273440.46875
168.5;-20960428;129257.5625;-149035.4375
169;-15112818;239232.3125;197238.1875
169.5;-6843991;150872.03125;665491.5625
170;2766545.5;-62257.3125;1080417.125
170.5;12337658;-262912;1257488.625
171;20382222;-313047.75;1075950.25
171.5;25560232;-139664.5;530636
172;26938240;224971.25;-256347.0625
172.5;24194368;648411.25;-1067829.25
173;17711228;944279.6875;-1657701
173.5;8525943;948509.875;-1830662.75
174;-1860652;590692;-1510578.75
174.5;-11774711;-65663.75;-774179.125
175;-19691754;-832291.125;165869.53125
175.5;-24514676;-1453000.5;1026981.9375
176;-25744776;-1689721;1551310.5
176.5;-23511792;-1411883;1593801
177;-18470100;-651070.125;1169348
177.5;-11601038;393635.9375;441866.78125
178;-3982480;1409094;-338022
178.5;3411768.5;2064955;-920385.0625
179;9837719;2123489.5;-1136973.25
179.5;14817078;1523943;-949784.125
180;18098900;412295;-455483.28125
180.5;19583686;-896131.75;152964.1875
181;19254004;-2012498.125;653506.125
181.5;17143702;-2591741.25;869460.5625
182;13358502;-2446051.5;728135.9375
182.5;8133423;-1602203;284619.21875
183;1892922;-295786;-297091.28125
183.5;-4723786.5;1101508.5;-800851.75
184;-10903143;2196821;-1034881.75
184.5;-15769642;2694621;-901840.8125
185;-18547936;2481591;-436788.5625
185.5;-18734616;1652520.25;204036.4375
186;-16227936;471196.625;801130.5
186.5;-11377444;-719244;1154349.25
187;-4934378.5;-1603941.75;1156490.25
187.5;2084884.25;-1987900.5;828250.125
188;8588328;-1842286.75;302464.28125
188.5;13601427;-1293107;-232548.125
189;16421431;-561271;-605247.5
189.5;16701739;121464.3125;-721048.625
190;14464290;590891.875;-589731.5
190.5;10052031;790020;-313677.5
191;4051905;766954.5;-43046.0859375
191.5;-2786591.5;632497.5;85340.859375
192;-9621158;498808.5;3866.34375
192.5;-15575580;426549;-255514.203125
193;-19799658;401094.5;-569252.6875
193.5;-21547100;346195;-767775.9375
194;-20280818;169463;-703674.4375
194.5;-15796811;-182531.5;-316828.8125
195;-8340604;-679057.625;329939.8125
195.5;1324520.5;-1195007.25;1060392.875
196;11938696;-1541117.5;1637992.5
196.5;21881868;-1529577.5;1843763.5
197;29422584;-1052408.5;1552287.75
197.5;33041874;-142906.5;780410.3125
198;31765400;1006852.25;-305797.375
198.5;25421692;2088105.25;-1429157.25
199;14753462;2762849;-2276076.5
199.5;1339841.75;2776732.5;-2589839.25
200;-12667480;2050290.25;-2256164.75
200.5;-24942136;719651.375;-1350412
201;-33428148;-890308.6875;-123127.3125
201.5;-36733940;-2353851.25;1079192
202;-34387720;-3267109;1931077
202.5;-26903548;-3365814;2235129
203;-15652809;-2610338.5;1974743.75
203.5;-2580028;-1199558;1295428.75
204;10167309;484126.8125;432681.5
204.5;20613448;1986105.25;-375586.5
205;27262280;2912610;-956972.125
205.5;29293532;3043412.5;-1236661.25
206;26631244;2388624;-1235212.625
206.5;19896362;1172412.5;-1042142.375
207;10272874;-244286;-776289.9375
207.5;-681201.5;-1478930.5;-541596.375
208;-11248009;-2237640;-389474.3125
208.5;-19770742;-2389180.5;-300358.15625
209;-24865610;-1982581.5;-195465.546875
209.5;-25614344;-1208170.125;20803.75
210;-21718364;-320515.125;403284.59375
210.5;-13591524;450056.25;919647.375
211;-2361748;963572.5;1440589.5
211.5;10239815;1198013.5;1776340.375
212;22110450;1227599;1747087.25
212.5;31105768;1166174.5;1259346.5
213;35421304;1101882.5;356106.125
213.5;33950036;1050827;-779431.6875
214;26538572;955149;-1869580.5
214.5;14075226;716739.875;-2622719
215;-1621800.125;259170.75;-2823443
215.5;-18103122;-415629;-2404024
216;-32714902;-1201624.5;-1472019.875
216.5;-43067712;-1906596.25;-281033.25
217;-47449904;-2309003.5;850232.5625
217.5;-45104976;-2234375;1642559.125
218;-36327184;-1628221.875;1943617.25
218.5;-22370308;-589566.25;1763225
219;-5204094.5;637971.5;1246528.25
219.5;12818964;1728896.5;604357.1875
220;29316492;2372135.5;35008.4375
220.5;42187824;2371336.5;-333199.4375
221;49848108;1715183;-466133.875
221.5;51368060;591323.0625;-417341.25
222;46533936;-665538.75;-299648.1875
222.5;35841992;-1674728;-242828.6875
223;20446724;-2129727;-345274.6875
223.5;2069161;-1895221;-630564.4375
224;-17140608;-1049615;-1023783.25
224.5;-34797656;140874.125;-1364042
225;-48537684;1306861;-1458251.875
225.5;-56322168;2090722.75;-1162335.75
226;-56757068;2256731.5;-456104.3125
226.5;-49369596;1758181;526652.1875
227;-34777760;751504;1532708.5
227.5;-14699454;-457685.1875;2276339.5
228;8226319;-1511724.5;2539115.5
228.5;30796186;-2112891.5;2239908.75
229;49721080;-2113848.5;1451888.25
229.5;62146356;-1556920.5;369412.6875
230;66114208;-649572;-753970.625
230.5;60883184;313223;-1673685.25
231;47044952;1052198.375;-2210912
231.5;26425922;1391873.75;-2289934
232;1800378.25;1305209.5;-1950557.5
232.5;-23523992;903049.25;-1332224.375
233;-46173876;378190.6875;-629056
233.5;-63155180;-72147.75;-24446.5625
234;-72223808;-316459.25;372516.25
234.5;-72141472;-328218.75;560430.375
235;-62807072;-186019;629794.375
235.5;-45262096;-28961;703960.375
236;-21577432;6393;865581.5
236.5;5368029;-150826;1106479.375
237;32203620;-469306.25;1324105.375
237.5;55459552;-822405.75;1364930.625
238;72004736;-1037308.3125;1093917.25
238.5;79480504;-968369.125;460032.75
239;76673392;-564306;-466261.125
239.5;63755872;97512;-1496284.625
240;42338720;830202.5;-2365918
240.5;15297925;1399130.625;-2807785.5
241;-13616988;1606200;-2636718.75
241.5;-40343024;1364028.25;-1824841.875
242;-61140216;732786.25;-536413.8125
242.5;-73187808;-93223.5;903847.75
243;-75026480;-846109.5;2109480.5
243.5;-66762216;-1273482.5;2763283
244;-49995536;-1227071.5;2722104.75
244.5;-27499164;-720049.5;2049305.75
245;-2715929.75;66764.9375;969973.8125
245.5;20817394;838244.75;-218620.34375
246;40010668;1283111;-1236533
246.5;52633504;1184005;-1883427.75
247;57546656;501532;-2068294.125
247.5;54740544;-599201;-1814918.375
248;45207460;-1794923.5;-1247241.5
248.5;30697800;-2699829.5;-553944.875
249;13418100;-2990274.75;66158.5625
249.5;-4276197;-2508439;467415.5625
250;-20158758;-1316234.5;605874.25
250.5;-32362176;318213.25;549279.375
251;-39554176;1995052.5;438778.625
251.5;-41060384;3296427;415597.75
252;-36927440;3902895;547774.9375
252.5;-27919204;3680834.75;793309.3125
253;-15430936;2710845;1019083.5
253.5;-1316841.75;1254690.375;1065300.5
254;12360522;-329839.75;823410.5
254.5;23630876;-1694931.25;290753.28125
255;30917880;-2595085.5;-420211.125
255.5;33286172;-2936773.75;-1118321.125
256;30581064;-2775529.5;-1598555.625
256.5;23429984;-2264906.5;-1709998.5
257;13104366;-1585396.75;-1406051
257.5;1273292.25;-880950.875;-761995.3125
258;-10295593;-224615;44444.203125
258.5;-20022604;377817.375;785633.875
259;-26733604;952122;1255370.375
259.5;-29773948;1508280.25;1336355.625
260;-29014664;2002028.25;1039326
260.5;-24774150;2328461.75;497826.34375
261;-17696970;2348196.5;-80641.5
261.5;-8629975;1943370.5;-488637.625
262;1471783.625;1080927;-590761.6875
262.5;11602372;-142697.5;-367908.1875
263;20738292;-1497647.25;79228.890625
263.5;27873848;-2665177.5;566754.875
264;32086960;-3323401.5;890184.75
264.5;32646908;-3248001;893704.8125
265;29157620;-2390950;525036.5
265.5;21702084;-919361.5;-139774.59375
266;10941002;820336.5;-910997.5
266.5;-1882350.75;2392191;-1538807
267;-15061059;3393801.75;-1794229.75
267.5;-26663980;3572442.75;-1552834.5
268;-34858056;2898431.5;-849747.6875
268.5;-38247312;1572382.75;121914.9375
269;-36151096;-35701.9453125;1074596
269.5;-28757424;-1496420;1729517.625
270;-17109916;-2443923.25;1914664.5
270.5;-2933566.5;-2679979;1616333.875
271;11663356;-2222286.5;966862.5625
271.5;24544900;-1285317.5;182683.71875
272;33888280;-200652.625;-515650
272.5;38444640;694780.1875;-969150.875
273;37683840;1164946.5;-1115056.5
273.5;31814912;1140940.625;-988586.1875
274;21701168;724010.9375;-697957.625
274.5;8704238;134022.625;-382800.5625
275;-5506583;-378934.5625;-165186.875
275.5;-19152808;-624407.125;-106872.109375
276;-30535284;-533060;-186436.4375
276.5;-38208880;-170492.03125;-308276.53125
277;-41139544;296800.375;-344359.875
277.5;-38838592;671246;-193820.4375
278;-31456772;797116;163795.5
278.5;-19816344;619892.5;648008.625
279;-5356762.5;203193;1100046.5
279.5;10021230;-297826;1340133.875
280;24204832;-697402.125;1236811.5
280.5;35185032;-851969.875;760557.0625
281;41384880;-715649.625;3456
281.5;41935704;-356863;-841664.5625
282;36839296;69550.25;-1535702.25
282.5;26974676;387940.125;-1866074.375
283;13941544;473557.875;-1716424.25
283.5;-231981.75;304640.1875;-1111064.25
284;-13452226;-25478.25;-216671.34375
284.5;-23917604;-342675;705808.375
285;-30393844;-459689;1386091.25
285.5;-32357012;-254717.5;1637228
286;-29989354;270430.5;1418755.5
286.5;-24048432;973667;844377.125
287;-15661354;1608302.75;133074.1875
287.5;-6102722;1903289.125;-474723.59375
288;3391725.75;1660989.875;-800076.1875
288.5;11749841;838840.25;-779664.125
289;18124544;-416317.125;-475549.875
289.5;21912232;-1796997;-43567.46875
290;22758558;-2920978;325506.5
290.5;20573026;-3447419.75;472183.0625
291;15559368;-3186233.75;322516.5625
291.5;8247730.5;-2162387.25;-84816.984375
292;-497155.96875;-616031.75;-607572.375
292.5;-9522895;1065269;-1044307.9375
293;-17509518;2457493.5;-1203605
293.5;-23158056;3222136;-976463.25
294;-25419466;3199635;-384435.375
294.5;-23714896;2448078;418130.1875
295;-18091634;1215775;1193330.75
295.5;-9267974;-138964.1875;1702208.75
296;1452278.125;-1257784;1787764
296.5;12390424;-1885485;1425487.125
297;21784940;-1935339;724678.1875
297.5;28105556;-1497415;-114303.0625
298;30321504;-789413.25;-867192.75
298.5;28070844;-69738.5;-1352662.5
299;21699608;449964.8125;-1480538.25
299.5;12177035;671481;-1269683.875
300;912272.75;623874.9375;-833146.8125
300.5;-10478912;431710.9375;-334498.28125
301;-20411408;249804.1875;71404.75
301.5;-27535080;193563.5;293705.5625
302;-30887176;290611.09375;335377.25
302.5;-29988940;472492.125;283314.8125
303;-24892982;605119.0625;261656.09375
303.5;-16186644;553113.75;367567.1875
304;-4952064;243518.9375;618753.8125
304.5;7323992.5;-290454.375;936544.125
305;18901064;-907402.25;1171801
305.5;27999052;-1400976.5;1163217.25
306;33062192;-1574310.5;804491.625
306.5;33036958;-1318995;95786.125
307;27613180;-664305.75;-838358.125
307.5;17365744;217937.5;-1771647.625
308;3746630;1065572;-2434807.5
308.5;-11095695;1611898.5;-2597052.75
309;-24657232;1676709.5;-2146595
309.5;-34520912;1229809.5;-1142651
310;-38817760;406832.75;186560.25
310.5;-36605800;-531188.6875;1506505
311;-28082808;-1278345.5;2479533
311.5;-14580798;-1582046;2868551.75
312;1663160.75;-1328995.5;2599879
312.5;17912514;-588670.5;1768774.875
313;31431756;402143;596542
313.5;39975288;1311947.5;-636196.25
314;42168476;1823577.875;-1658036.625
314.5;37714288;1742426.75;-2265885
315;27395658;1064881;-2367650
315.5;12894896;-16333.125;-2001441.875
316;-3520009.25;-1172610.75;-1321201
316.5;-19372920;-2044733.5;-545935.875
317;-32352046;-2356304;116261.3125
317.5;-40623288;-2000220;540642.25
318;-43052348;-1070678.75;721756
318.5;-39323100;166495.75;754459.875
319;-29953826;1357976.25;768636.25
319.5;-16221964;2170561;851538.5
320;-6484;2391282.25;997847.8125
320.5;16439220;1987057.625;1111576.375
321;30771148;1104913.75;1056147.75
321.5;40871572;15660.34375;725695
322;45163520;-977625.625;103895.8125
322.5;42876004;-1635099.125;-713857.25
323;34209876;-1843376.25;-1541280.25
323.5;20359014;-1633199.875;-2154313.75
324;3364289;-1144432.625;-2358892.5
324.5;-14189659;-560497.125;-2053791.5
325;-29591946;-38532.875;-1270954.75
325.5;-40461176;339161.75;-178596.75
326;-45151984;577259.875;959297.5
326.5;-43031188;742905.375;1859112.75
327;-34566204;914103.5;2303552.5
327.5;-21214578;1127696.75;2205376.5
328;-5138988.5;1344492.5;1625806.5
328.5;11183990;1451160;745816.75
329;25379532;1301590;-193683.71875
329.5;35533852;783104;-960340.5
330;40436680;-115327.375;-1389918.5
330.5;39681576;-1265656.25;-1424624.75
331;33632812;-2410960.75;-1123736.75
331.5;23290146;-3230776.5;-641328.125
332;10100833;-3436352.75;-174151.71875
332.5;-4242291.5;-2869920.25;108377.4296875
333;-17986568;-1570887;128105.875
333.5;-29480882;214067.125;-70032.65625
334;-37317528;2084040;-336016.53125
334.5;-40462000;3586703;-479520.5625
335;-38374984;4341313;-355544.8125
335.5;-31115784;4146469;66595.53125
336;-19399396;3040678;683085.6875
336.5;-4583260;1294352;1292845.25
337;11448232;-662942.5;1674220.875
337.5;26502964;-2361126.75;1667046.25
338;38389424;-3418236.5;1227644.125
338.5;45263112;-3640231;441526.375
339;45951336;-3062454.5;-504441.25
339.5;40182208;-1919148.25;-1375339
340;28666576;-559376.25;-1951312.625
340.5;13007070;666166.5;-2085899.375
341;-4554942;1504382;-1747913
341.5;-21502068;1856178.25;-1035153.5625
342;-35444072;1777301.5;-149605.375
342.5;-44482720;1429454;663870.1875
343;-47475832;1004582.625;1199169.875
343.5;-44163852;648430.3125;1357385.875
344;-35151832;414029.0625;1172727
344.5;-21771620;256383.3125;784276.75
345;-5862245.5;69371.125;368878.5
345.5;10487514;-251200;67948.109375
346;25198194;-744622.375;-61548.46875
346.5;36433508;-1348414.25;-55015.375
347;42798752;-1905950.25;-11484.6875
347.5;43493876;-2215336.25;-44039.6875
348;38415428;-2105981.25;-228214.25
348.5;28198112;-1508471.125;-565950.5625
349;14176947;-496128.6875;-974296
349.5;-1741798.25;722663.375;-1304666.375
350;-17305888;1860004.75;-1390642.125
350.5;-30226276;2632932;-1112518.5
351;-38529444;2849994;-456069.6875
351.5;-40898024;2470541;460370.0625
352;-36927384;1616443.625;1408716.5
352.5;-27237992;538166.25;2119851
353;-13406070;-469574;2372633
353.5;2291190.75;-1158786;2067011.5
354;17270136;-1406489.5;1256213.25
354.5;29100408;-1249716.5;130491.375
355;35936640;-862591.625;-1036146.4375
355.5;36829668;-484120.4375;-1958560.875
356;31860030;-322054;-2414365
356.5;22069060;-469387.25;-2303570
357;9219966;-866830.875;-1678577.875
357.5;-4555306;-1322479.875;-731762.0625
358;-17137410;-1582340.5;261212.21875
358.5;-26755136;-1427082.25;1029627.3125
359;-32217296;-760253.25;1396299.25
