Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
359.5;-33015936;341185.25;1331664.5
360;-29308888;1634812.375;950063.375
360.5;-21811596;2773879.5;451678.65625
361;-11640284;3411430.5;37187.296875
361.5;-144050.890625;3309675;-166633.234375
362;11251436;2421384;-142451.90625
362.5;21178340;915462.5;28981.15625
363;28444964;-863542.875;214579.0625
363.5;32146080;-2489867;286437.5
364;31762712;-3576545.75;170261.4375
364.5;27247844;-3880829;-129197.4375
365;19071416;-3366972.5;-529794
365.5;8207746;-2203198.25;-897753.625
366;-3957464.25;-700494;-1091528.375
366.5;-15798893;783842.875;-1011829.3125
367;-25684348;1946906.375;-642938.75
367.5;-32226928;2612005.5;-68764.125
368;-34508064;2753818;547834
368.5;-32222280;2473655;1019090
369;-25714524;1939309.75;1200489.625
369.5;-15903750;1314470.25;1045088.625
370;-4114190.25;702907.5;620971.625
370.5;8143545.5;128668;84978.640625
371;19391448;-443648.75;-375026.96875
371.5;28362554;-1058868.125;-607097.5
372;34113760;-1716504.375;-547648
372.5;36071308;-2335022;-242366.4375
373;34029344;-2759689.5;169419.40625
373.5;28126600;-2802783;502478.4375
374;18827692;-2321118;591136.625
374.5;6917655;-1286420;351675
375;-6503568;172653.5;-178329.6875
375.5;-20047376;1778642.25;-841551.875
376;-32119672;3167101.25;-1406559.5
376.5;-41077360;3984169;-1647509.5
377;-45454240;3990317.5;-1429417.75
377.5;-44225808;3138564;-765295.375
378;-37055880;1597552;180863
378.5;-24461728;-285005.25;1148129.25
379;-7843665;-2072350.125;1866479.875
379.5;10653655;-3355083.75;2140930.5
380;28434980;-3862063;1901856.875
380.5;42861464;-3531357.5;1212285.5
381;51693896;-2519232.5;240707.125
381.5;53483948;-1143797.5;-784191.25
382;47834212;218372.375;-1626120.5
382.5;35475412;1248575.5;-2095101.625
383;18149294;1774546.75;-2095860.25
383.5;-1677223.75;1804897.5;-1657848.875
384;-21203198;1500755.75;-930801.625
384.5;-37717000;1099932;-137775.21875
385;-48979448;822211;504128.25
385.5;-53511560;787962.75;863315.625
386;-50759368;977722;936043.6875
386.5;-41128016;1243825.875;829591.5625
387;-25901836;1371330.25;694757.5
387.5;-7073335.5;1164598.25;644755.25
388;12897246;530765;699995.875
388.5;31369222;-472658.5625;784552.75
389;45833200;-1642327.25;769853.0625
389.5;54226816;-2687391.5;540703.4375
390;55223024;-3320596.5;53247.625
390.5;48451396;-3351251.75;-637197.125
391;34611692;-2746396.5;-1384373.5
391.5;15444237;-1640065;-1989927.25
392;-6462043;-288821.65625;-2260949.5
392.5;-28016234;1008232.875;-2071574.5
393;-46076624;1996428.25;-1412950.75
393.5;-57942040;2530163.5;-411284.6875
394;-61791864;2598044.5;698561
394.5;-56990360;2301950.25;1641898.375
395;-44195900;1805524;2189955.25
395.5;-25252376;1265159.25;2228381
396;-2881966;773983.25;1781432.25
396.5;19757324;337077.25;990338.3125
397;39567040;-112016.75;63403.125
397.5;53962812;-660183.75;-780650.875
398;61214760;-1348054;-1362434.75
398.5;60625880;-2118070;-1580471
399;52541796;-2804704.75;-1434340.25
399.5;38216464;-3169406.5;-1024675.25
400;19580560;-2981658.5;-523324.40625
400.5;-1035431.875;-2110493.5;-114956.4453125
401;-21179232;-595847;72370.90625
401.5;-38527672;1327939.5;20033.875
402;-51104200;3269680.25;-172452.6875
402.5;-57460160;4771727.5;-332706.375
403;-56823584;5430727;-297009.8125
403.5;-49207520;5011854;8884.625
404;-35457128;3525668.25;530322.625
404.5;-17211460;1239034.25;1102586.25
405;3241714;-1383238.5;1517448.125
405.5;23222530;-3791978.75;1603002.125
406;40010276;-5491134;1284093.125
406.5;51237304;-6160097;603917.9375
407;55267824;-5724737;-291511.6875
407.5;51482428;-4356971.5;-1193769
408;40410028;-2410514.5;-1883626.5
408.5;23672240;-310148;-2184117.5
409;3741089;1560451;-2007952.75
409.5;-16447068;2942614;-1388270.375
410;-33953528;3736200.5;-478996.65625
410.5;-46289152;3981880.75;484773.9375
411;-51775608;3805033.75;1260363.625
411.5;-49766112;3348656;1678558.75
412;-40691684;2714629.75;1696177.5
412.5;-25948066;1943493.75;1395939
413;-7656069.5;1026623.875;936624.5
413.5;11654915;-49134.875;480463.71875
414;29386412;-1248114.5;132565.21875
414.5;43193460;-2450034;-84883
415;51256768;-3451711.75;-221110.5625
415.5;52490468;-4013149;-359533.25
416;46671868;-3930315.5;-572447
416.5;34486016;-3120160.5;-882289.75
417;17473110;-1669831.75;-1240415.5
417.5;-2128537;160204;-1531539.75
418;-21645760;1989937.5;-1606761.875
418.5;-38323248;3415021;-1340563.375
419;-49726280;4113894;-693130
419.5;-54134476;3935545.5;249142.8125
420;-50852500;2940900.25;1280050.75
420.5;-40369488;1382710.125;2130297.25
421;-24319820;-363055.5;2554254.75
421.5;-5237838;-1904001.5;2409356.5
422;13860253;-2936851.75;1699084.5
422.5;29992890;-3322802.5;570148.4375
423;40729584;-3107073.5;-727322.75
423.5;44603848;-2479695.5;-1899429.5
424;41344224;-1692337;-2676448
424.5;31878938;-964341.5;-2876271.5
425;18120564;-410529;-2454109
425.5;2582171.5;-19520.5;-1521148.75
426;-12090202;318122;-320133
426.5;-23578524;743493.5;843342.25
427;-30255132;1351661.875;1694744
427.5;-31393328;2131956.75;2073640.75
428;-27204180;2948632.5;1972679.625
428.5;-18712356;3567368.25;1516627
429;-7521322.5;3729288.25;897447.75
429.5;4481424;3242295.75;297323.75
430;15417671;2063375.5;-166786.734375
430.5;23673312;339614.25;-461153
431;28089944;-1609020.5;-620134.5
431.5;28084152;-3366172;-711595.9375
432;23699494;-4529674.5;-799225
432.5;15591040;-4826594;-912993.625
433;4944055.5;-4190222;-1032714.6875
433.5;-6670390.5;-2778893;-1091286.75
434;-17502196;-929700.625;-997915.125
434.5;-25871552;935475.375;-679478.625
435;-30433418;2423238;-124246.65625
435.5;-30412528;3264153.75;590119.5
436;-25759760;3368936.25;1302901.25
436.5;-17191496;2827149.25;1814227.25
437;-6088840;1856599;1951535.5
437.5;5731649;723134.3125;1633770
438;16337354;-341183.78125;906430.6875
438.5;24027608;-1193350;-63677.03125
439;27636558;-1792483.625;-1033354.8125
439.5;26728848;-2170435;-1752149.125
440;21648162;-2379190.5;-2035658
440.5;13416207;-2439861;-1821200.375
441;3507982.75;-2316553;-1187886.5
441.5;-6437535;-1928859.875;-333132.875
442;-14908632;-1194107.75;490238.09375
442.5;-20751704;-87026.1875;1056240.75
443;-23305064;1310943.125;1238329.5
443.5;-22425176;2795234;1045965.3125
444;-18423210;4064162.5;610607.875
444.5;-11948152;4789502;129181.625
445;-3856180;4711188;-211416.3125
445.5;4900057;3727368;-299560.25
446;13348751;1949794.75;-131531.59375
446.5;20551188;-298923.625;195648.5625
447;25645918;-2551536.5;524789.4375
447.5;27907584;-4311090;695569.4375
448;26831924;-5180679;600017.5625
448.5;22240888;-4973483;220141.4375
449;14382208;-3764238;-361534.09375
449.5;3985247.75;-1866885;-981676.5
450;-7759894.5;252836.5;-1443466.5
450.5;-19325048;2105647.5;-1579670.75
451;-29055148;3305640.5;-1313678.75
451.5;-35438888;3660648.25;-694293.25
452;-37381772;3201334.5;112403.8125
452.5;-34421668;2148594.5;877112.3125
453;-26834514;827356.5;1386600.5
453.5;-15607987;-434456.5;1515277
454;-2284800.75;-1396022.5;1261227
454.5;11288733;-1954221.625;734063
455;23258530;-2141378.5;107381.40625
455.5;32043300;-2078519.25;-442559.25
456;36550828;-1903298.5;-788358.375
456.5;36300960;-1704214.25;-881306.1875
457;31448784;-1482216.75;-755290.3125
457.5;22719088;-1162339.75;-507202.5625
458;11282955;-637652.0625;-260086.984375
458.5;-1399839.125;163676;-117300.8359375
459;-13745110;1221429.375;-122568.546875
459.5;-24207644;2398114.25;-240166.765625
460;-31436690;3458754.5;-366651.25
460.5;-34423696;4130893.75;-374128.125
461;-32639524;4188954.75;-168970.75
461.5;-26140270;3530876;258013.53125
462;-15623608;2226014;814698.875
462.5;-2402975.75;510501.5;1332139.375
463;11716600;-1267844.75;1621969.375
463.5;24667994;-2743073;1543763.375
464;34427840;-3632448.5;1056856.5
464.5;39355632;-3814609;241856.8125
465;38496320;-3354060;-715591.625
465.5;31781204;-2470624.25;-1572167
466;20075884;-1457167;-2094937.375
466.5;5056022;-581247.125;-2132315
467;-11069862;-4413.75;-1667056.625
467.5;-25933456;255794.125;-831485.625
468;-37402660;309872.75;128618
468.5;-43916672;335498;932981
469;-44702860;495675.1875;1363124
469.5;-39839120;862854.875;1334412.875
470;-30169914;1383016.75;915944.25
470.5;-17108732;1884534;291872.78125
471;-2379861;2137163;-314462.4375
471.5;12241726;1939834;-718199.5625
472;25148120;1206268;-826041.875
472.5;35048684;18597;-651188.25
473;41049980;-1373776.5;-295380.5
473.5;42679960;-2612382.25;91034.8125
474;39881120;-3330011.25;357201.5625
474.5;32990384;-3264078;398051.75
475;22716310;-2342241.5;188536.53125
475.5;10105838;-716174;-204547.671875
476;-3512556.5;1269753;-639369.0625
476.5;-16631738;3167770;-944904.625
477;-27718852;4544440;-983029
477.5;-35409880;5093140;-705417.5
478;-38716504;4706869;-179198.9375
478.5;-37201876;3493634.25;433207.5
479;-31079416;1729614.75;933908.4375
479.5;-21207884;-224643.5;1165137.375
480;-8973762;-2024900;1065808.625
480.5;3920430.5;-3423521.5;687943.3125
481;15718410;-4307616;169695.0625
481.5;24871948;-4688415;-319375.21875
482;30253558;-4652114;-636801.125
482.5;31287112;-4296241;-711271.75
483;27985220;-3680435.5;-559116.0625
483.5;20902660;-2809100.5;-273259.75
484;11029610;-1654138.625;11942.90625
484.5;-345952.3125;-204126.5;169848.421875
485;-11783938;1481650;129577.78125
485.5;-21832884;3239189;-92010.78125
486;-29163648;4805979.5;-390538.96875
486.5;-32699834;5869347;-609107.25
487;-31747980;6145368;-600059.25
487.5;-26118740;5470807;-288380.125
488;-16220458;3869074.5;288378.625
488.5;-3097312.75;1574993.75;982014.625
489;11623014;-999736.8125;1577490.875
489.5;25887272;-3353687.5;1861612.25
490;37485816;-5016055;1692086.75
490.5;44398336;-5665690;1045155.5625
491;45164328;-5213172;30340.375
491.5;39200648;-3818552;-1129807.375
492;26990122;-1841342;-2151548
492.5;10086504;264716.25;-2762446.5
493;-9087720;2073859.125;-2781055.5
493.5;-27618426;3290263.25;-2179724.25
494;-42590560;3800873.25;-1104810.375
494.5;-51590624;3668850.75;162470.5625
495;-53127432;3075517;1297295.125
495.5;-46885056;2243473;2039071.375
496;-33769904;1348699.875;2268562.25
496.5;-15746022;478195.875;2022522.875
497;4498267;-374498.0625;1448471.625
497.5;23982870;-1269331.875;731936.875
498;39890976;-2253089;34433.375
498.5;49970968;-3296158;-537303.4375
499;52832456;-4258956.5;-934807.125
499.5;48104920;-4909415;-1157196.625
500;36457636;-4983786;-1238092.5
500.5;19490320;-4279314;-1229809
501;-481093.3125;-2740256.75;-1181601.75
501.5;-20717416;-508609.125;-1114113.25
502;-38396700;2081910.25;-1001905.75
502.5;-50974496;4568912.5;-779661.5
503;-56527440;6466111;-376738.25
503.5;-54040152;7380483;231539.125
504;-43593384;7110150;983711.4375
504.5;-26413062;5697339.5;1726916.75
505;-4755949;3418495;2255061.5
505.5;18370388;715176.5;2375646.75
506;39627296;-1915308.75;1980763.375
506.5;55845512;-4037555.5;1095236.25
507;64526480;-5368409;-115479.5625
507.5;64255480;-5815662;-1380478.375
508;54946300;-5461520.5;-2394651.25
508.5;37868060;-4496241.5;-2904807
509;15443244;-3144540;-2787335.75
509.5;-9144320;-1603392;-2091527.5
510;-32455932;-13430;-1029653.375
510.5;-51325204;1532293.5;88643.4375
511;-63312200;2954504;960565.875
511.5;-67012624;4148667.5;1392279.5
512;-62187072;4963849;1356693.5
512.5;-49710680;5212788;981589.125
513;-31377104;4719895;478008.375
513.5;-9607814;3391516.5;47379.0625
514;12878933;1285613;-189830.109375
514.5;33392804;-1349233;-218464.875
515;49557040;-4086224.5;-108972.875
515.5;59541652;-6391953;25158.875
516;62234328;-7744008.5;72248
516.5;57350968;-7765092.5;-43644.5
517;45477632;-6332842.5;-338890.1875
517.5;28036228;-3633239;-758220.625
518;7161566;-135036.75;-1178167.25
518.5;-14518013;3508242.5;-1434380.625
519;-34187988;6603904;-1374725.625
519.5;-49216780;8574249;-924616.625
520;-57537496;9080156;-136224.5
520.5;-57977632;8082695;809235.375
521;-50470928;5832758;1655083
521.5;-36104984;2793345;2159209.5
522;-16977986;-478259;2178871
522.5;4113900.5;-3455628.5;1713349.5
523;24109264;-5742512;892843.375
523.5;40159560;-7122710;-73140.125
524;50061184;-7554746.5;-960281.375
524.5;52573356;-7124381;-1586163.625
525;47568132;-5981765.5;-1846907.75
525.5;35998952;-4287073;-1733000.25
526;19709322;-2189590;-1323248.125
526.5;1123514;163812.5;-757401.6875
527;-17116388;2599526;-191920.40625
527.5;-32513568;4891018;251283.8125
528;-43029596;6755149;522739.5
528.5;-47321300;7882933;653929.1875
529;-44881752;8001522;728778.6875
529.5;-36087416;6958405;831728.3125
530;-22151096;4784920;997470.375
530.5;-4984007.5;1737293.875;1186840.125
531;13025422;-1723338.75;1301052.375
531.5;29304180;-5008084;1224080.75
532;41436320;-7522129.5;873866.5
532.5;47516756;-8800210;241643.25
533;46463880;-8619073;-592407.625
533.5;38239464;-7049791.5;-1468619
534;23918072;-4437395;-2180025
534.5;5577582;-1311757;-2522083.5
535;-13991792;1743116.5;-2352868.5
535.5;-31722070;4220926;-1648295.75
536;-44774840;5792813;-530843.125
536.5;-51027352;6351389.5;748885.75
537;-49443360;5995766;1880930.25
537.5;-40254168;4963870;2590761
538;-24914756;3547986;2722413
538.5;-5840317;2007998;2274443
539;14016466;517013.75;1384045.25
539.5;31669574;-848035;275683.375
540;44579904;-2073614;-800458.25
540.5;51032468;-3152434.25;-1622883.125
541;50345432;-4029867.5;-2042877.625
541.5;42893208;-4583514.5;-2014010.25
542;29965820;-4645744;-1602257.75
542.5;13507420;-4065744.5;-966695.5625
543;-4203415;-2785554.5;-309834.625
543.5;-20875772;-900097.5;190613.9375
544;-34483832;1324596;442630.625
544.5;-43480096;3488080.5;465282.125
545;-46934360;5139036;366265.1875
545.5;-44601544;5886783.5;280539.25
546;-36924460;5508020;301287
546.5;-24973444;4016415.5;436726.65625
547;-10324406;1673669.25;611067.75
547.5;5122452;-1064581;705283.25
548;19374336;-3655401;614576.375
548.5;30604474;-5597370.5;297185.875
549;37406572;-6545713.5;-204954.6875
549.5;39001592;-6382483.5;-775187.625
550;35360312;-5221254;-1256274.625
550.5;27205900;-3355081.75;-1496456.25
551;15894086;-1163580;-1397106.625
551.5;3185932.5;988098.5;-949853.6875
552;-9046946;2826521;-249258.3125
552.5;-19123436;4204932.5;525758.125
553;-25805360;5092440;1163306.25
553.5;-28449812;5527884;1486578.75
554;-27042124;5563179;1415240
554.5;-22116556;5216897;993558.75
555;-14595212;4464278;374104.71875
555.5;-5596539.5;3260303.25;-236058.265625
556;3741172.75;1594194.375;-646080
556.5;12386790;-454635.59375;-742579.875
557;19481314;-2681187;-522176
557.5;24355872;-4764155.5;-87995.09375
558;26524420;-6325878.5;386953.4375
558.5;25688416;-7024300;716662.1875
559;21762324;-6656159;762535.8125
559.5;14928246;-5231980;480338.625
560;5695563;-2996688.5;-61361.125
560.5;-5067227;-385261.5;-698301.5
561;-16161101;2078760.25;-1221233.875
561.5;-26168886;3911276;-1446194.5
562;-33644156;4786349;-1281574.125
562.5;-37348736;4610925;-764406.75
563;-36491128;3534833.5;-49507.1875
563.5;-30904884;1899876;646177.25
564;-21129764;135920.25;1120707.25
564.5;-8358464;-1353077.5;1252969
565;5735417;-2289046.75;1032517.5
565.5;19262908;-2573037;548243.5625
566;30422934;-2282792;-50819.15625
566.5;37784684;-1617312.5;-603451.375
567;40492952;-812749;-977696.75
567.5;38365812;-58204.5;-1099551
568;31874260;556321.5;-967346.1875
568.5;22022368;1048285.5;-649597.1875
569;10163920;1501769.5;-263625.1875
569.5;-2203168.25;2001987;62646.359375
570;-13627772;2569812.25;236073.15625
570.5;-22860722;3124739.25;233260.8125
571;-28964596;3491183.5;108316.375
571.5;-31384874;3450590.5;-32655.09375
572;-29987484;2821228;-81701.4375
572.5;-25072968;1536250.5;19731.4375
573;-17356420;-300904;251430.5625
573.5;-7908720;-2417650.5;520402.3125
574;1955064;-4424480;698165.5
574.5;10836810;-5909336;672756.9375
575;17459018;-6546516.5;394016.96875
575.5;20873150;-6185846;-102273.65625
576;20639696;-4892670;-698644.6875
576.5;16927184;-2928505;-1225389.75
577;10506609;-677427;-1509987.875
577.5;2624733.75;1456132;-1431234.875
578;-5222490.5;3146289;-965020.4375
578.5;-11575152;4210837;-203305.515625
579;-15289006;4629532;664400
579.5;-15754451;4511322.5;1405261.375
580;-12999884;4030237;1816114.5
580.5;-7663967;3349564.25;1787845
581;-840332.4375;2568082.75;1338207.875
581.5;6157870;1699760.75;603081.3125
582;12064328;699054.6875;-208671.515625
582.5;15889864;-482477.5;-878428.25
583;17074790;-1830000.25;-1241930.75
583.5;15536962;-3221520.5;-1234495.375
584;11623146;-4423758.5;-907068.625
584.5;5992042;-5141679.5;-406548.875
585;-531237.5;-5103658;74568.40625
585.5;-7089019;-4157371;365618.6875
586;-12889796;-2343931;378570.75
586.5;-17265496;77975.5;139813.625
587;-19697448;2670202.5;-220733.109375
587.5;-19830752;4908732;-521007.6875
588;-17498624;6312587;-599391.3125
588.5;-12761065;6562602;-379707.1875
589;-5950668;5587391;96507.625
589.5;2295027;3582991;683499.5
590;11044332;965585.5;1183719.125
590.5;19144226;-1733492.875;1418174.75
591;25361690;-3996908.75;1286895.375
591.5;28581852;-5439251.5;801015.625
592;28021208;-5879430;77930.78125
592.5;23410680;-5359599;-695655.75
593;15103885;-4095724;-1319121
593.5;4071441.25;-2397245.5;-1636885.25
594;-8222402;-576371;-1582859.125
594.5;-20040126;1119963.75;-1198909.375
595;-29651232;2537516.75;-618561.25
595.5;-35608496;3604497.25;-19081.1875
596;-36973096;4292348;440107.75
596.5;-33451184;4573648;671456.6875
597;-25421828;4398003;680486.1875
597.5;-13866520;3698416;548932.9375
598;-221527.0625;2429682.5;389253.4375
598.5;13812432;623085.5;292922.875
599;26477858;-1565090.5;295271.375
599.5;36155920;-3837353;366538.28125
600;41541504;-5785872.5;429176.9375
