Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
42.5;27529.3125;-10487742;-5513.0947265625
43;35023.9765625;-21558980;-3097.8720703125
43.5;37770.015625;-29368920;129.7744140625
44;35164.3046875;-32901236;3533.365234375
44.5;27409.42578125;-31910416;6328.13232421875
45;15468.6591796875;-26930268;7799.990234375
45.5;987.45947265625;-19119200;7575.7236328125
46;-13941.59375;-9987570;5789.1943359375
46.5;-27112.5859375;-1054058.375;3023.47900390625
47;-36532.71484375;6467320;88.78125
47.5;-40760.625;11861636;-2212.712890625
48;-39148.16796875;14982134;-3307.74169921875
48.5;-31954.6484375;16167518;-3037.19091796875
49;-20285.29296875;16043434;-1695.51953125
49.5;-5889.6162109375;15272402;107.083374023438
50;9096.611328125;14327224;1685.52856445313
50.5;22506.806640625;13349384;2479.01440429688
51;32484.451171875;12130966;2155.08544921875
51.5;37762.7578125;10221590;690.964111328125
52;37800.0546875;7126465;-1548.0390625
52.5;32810.2890625;2532602.5;-3901.6708984375
53;23702.162109375;-3506131;-5686.8095703125
53.5;11893.462890625;-10485254;-6387.7958984375
54;-943.65966796875;-17492894;-5714.9443359375
54.5;-13131.982421875;-23378240;-3690.4462890625
55;-23197.609375;-27004148;-730.0361328125
55.5;-30018.15234375;-27517828;2449.17626953125
56;-32925.578125;-24567400;5087.1630859375
56.5;-31766.361328125;-18409028;6654.59423828125
57;-26863.2421875;-9873814;6946.0380859375
57.5;-18928.259765625;-205354.625;5996.49072265625
58;-8967.8779296875;9193892;4046.54418945313
58.5;1810.90405273438;17043602;1567.03002929688
59;12135.4033203125;22423280;-886.826538085938
59.5;20812.1171875;24911928;-2893.67919921875
60;26851.134765625;24603084;-4198.482421875
60.5;29531.607421875;22002048;-4670.8857421875
61;28513.248046875;17841582;-4360.3984375
61.5;23909.333984375;12874578;-3507.68383789063
62;16304.927734375;7700411;-2474.228515625
62.5;6683.29443359375;2675673.25;-1614.12048339844
63;-3681.63452148438;-2076886.5;-1137.88928222656
63.5;-13388.064453125;-6571350;-1053.92700195313
64;-21096.57421875;-10817868;-1214.59814453125
64.5;-25740.53125;-14689962;-1374.07873535156
65;-26704.42578125;-17851572;-1230.43115234375
65.5;-23931.560546875;-19781144;-545.1669921875
66;-17911.7578125;-19888700;715.130615234375
66.5;-9628.716796875;-17703130;2358.26513671875
67;-374.986328125;-13069588;4012.30029296875
67.5;8444.365234375;-6295800;5189.990234375
68;15556.19921875;1806203.5;5421.75
68.5;20015.388671875;10013510;4428.78076171875
69;21356.361328125;16909154;2238.20141601563
69.5;19630.580078125;21180288;-785.682861328125
70;15342.1572265625;21925204;-3985.55859375
70.5;9363.318359375;18891844;-6562.3095703125
71;2701.73583984375;12580280;-7809.1328125
71.5;-3659.16455078125;4176871.5;-7324.60546875
72;-8917.70703125;-4675792;-5134.15185546875
72.5;-12548.3193359375;-12221552;-1715.26843261719
73;-14324.4169921875;-16970364;2116.7919921875
73.5;-14292.6357421875;-18021756;5475.93359375
74;-12707.703125;-15258246;7645.54296875
74.5;-9950.4609375;-9359028;8172.4970703125
75;-6422.728515625;-1635833.25;6924.634765625
75.5;-2503.70288085938;6271536;4179.6943359375
76;1473.32275390625;12763118;596.05224609375
76.5;5223.0146484375;16620540;-2990.30493164063
77;8491.349609375;17245436;-5810.2119140625
77.5;11009.046875;14740862;-7345.4443359375
78;12521.041015625;9825992;-7390.77880859375
78.5;12783.400390625;3616655.5;-6031.4248046875
79;11623.701171875;-2666087;-3636.92846679688
79.5;9014.904296875;-7980896;-838.742004394531
80;5124.599609375;-11673934;1646.75842285156
80.5;329.07958984375;-13562840;3275.63598632813
81;-4809.2265625;-13889396;3811.53100585938
81.5;-9593.046875;-13164166;3329.18603515625
82;-13321.2646484375;-11960186;2158.88720703125
82.5;-15394.3125;-10717930;764.582763671875
83;-15432.82421875;-9618304;-391.211669921875
83.5;-13367.154296875;-8557313;-942.394775390625
84;-9457.345703125;-7221803;-719.642333984375
84.5;-4266.96484375;-5237678;163.458984375
85;1437.17041015625;-2337619.25;1338.69311523438
85.5;6821.9384765625;1503444.25;2337.25537109375
86;11126.6123046875;6013416;2781.69262695313
86.5;13774.73046875;10664196;2515.4189453125
87;14472.1845703125;14799448;1606.68896484375
87.5;13240.8681640625;17810412;274.381469726563
88;10396.5712890625;19304196;-1147.4677734375
88.5;6444.55224609375;19212500;-2225.15625
89;1981.9306640625;17804372;-2555.57763671875
89.5;-2391.73681640625;15595298;-1999.22509765625
90;-6137.0537109375;13175340;-792.90625
90.5;-8873.7265625;11008327;576.0087890625
91;-10373.1875;9263416;1593.22216796875
91.5;-10555.978515625;7737139;1862.56884765625
92;-9467.1689453125;5894985;1169.18115234375
92.5;-7243.9296875;3032468.5;-470.6904296875
93;-4107.3779296875;-1481365.75;-2760.9453125
93.5;-364.947509765625;-7946845;-5132.4052734375
94;3600.08422851563;-16137134;-6863.5986328125
94.5;7322.541015625;-25224980;-7302.1533203125
95;10313.416015625;-33869920;-6075.19140625
95.5;12069.74609375;-40454712;-3203.8671875
96;12180.85546875;-43426032;879.3818359375
96.5;10416.0087890625;-41656536;5407.5908203125
97;6777.6884765625;-34743648;9437.1865234375
97.5;1572.560546875;-23165028;12064.66796875
98;-4604.34423828125;-8250147;12656.1962890625
98.5;-10884.9091796875;8033272;11046.52734375
99;-16271.5341796875;23434460;7620.8984375
99.5;-19786.64453125;35833744;3213.16479492188
100;-20642.599609375;43631544;-1145.78369140625
100.5;-18425.36328125;46019824;-4556.271484375
101;-13176.34375;43088256;-6495.75732421875
101.5;-5478.03271484375;35743804;-6871.77880859375
102;3662.9755859375;25476472;-5928.4052734375
102.5;12897.7392578125;14030526;-4103.3046875
103;20816.404296875;3060853.25;-1907.16857910156
103.5;26138.23828125;-6146278;174.51904296875
104;27966.48828125;-12834722;1739.6162109375
104.5;25932.5390625;-16800888;2543.4033203125
105;20265.4765625;-18290352;2565.29760742188
105.5;11747.30859375;-17819776;1990.361328125
106;1581.40991210938;-15978856;1129.94909667969
106.5;-8790.556640625;-13275326;313.333862304688
107;-17919.89453125;-10060122;-206.31494140625
107.5;-24580.19921875;-6540192;-309.857055664063
108;-27922.4296875;-2861707.75;-21.3289794921875
108.5;-27580.09375;784571.75;482.362426757813
109;-23696.05078125;4080584;891.9169921875
109.5;-16875.46875;6565732;870.749633789063
110;-8071.11279296875;7702648;220.609985351563
110.5;1562.00927734375;7016528;-1007.14947509766
111;10799.755859375;4263464;-2510.36840820313
111.5;18522.107421875;-420727.5;-3837.57666015625
112;23801.751953125;-6448907;-4531.7080078125
112.5;26015.296875;-12821610;-4240.67138671875
113;24899.5859375;-18284580;-2800.41064453125
113.5;20578.0390625;-21574604;-332.64697265625
114;13545.1494140625;-21702492;2700.73291015625
114.5;4626.79541015625;-18199360;5582.2333984375
115;-5079.10791015625;-11263968;7566.5556640625
115.5;-14338.470703125;-1766650;8131.7861328125
116;-21910.068359375;8898589;7158.8388671875
116.5;-26711.04296875;19082184;4953.57763671875
117;-27967.8046875;27210392;2113.74560546875
117.5;-25342.41015625;32098536;-682.5244140625
118;-19026.265625;33173372;-2822.97412109375
118.5;-9760.2109375;30555020;-3925.533203125
119;1267.427734375;24978072;-3926.28662109375
119.5;12498.0927734375;17578672;-3020.70483398438
120;22313.734375;9607664;-1592.70727539063
120.5;29223.578125;2139417;-103.799072265625
121;32131.54296875;-4142881;1002.60595703125
121.5;30530.59375;-9036564;1393.54345703125
122;24596.34765625;-12763978;931.251098632813
122.5;15156.61328125;-15798932;-271.659790039063
123;3578.53125;-18627130;-1860.93347167969
123.5;-8448.9814453125;-21517360;-3328.876953125
124;-19207.74609375;-24370800;-4161.9130859375
124.5;-27189.67578125;-26697104;-3989.97607421875
125;-31355.640625;-27726008;-2716.8779296875
125.5;-31250.57421875;-26626296;-544.2490234375
126;-27053.96484375;-22770692;2077.822265625
126.5;-19533.046875;-15972378;4560.595703125
127;-9864.330078125;-6623501;6315.50048828125
127.5;539.7861328125;4304847;6883.353515625
128;10265.2392578125;15410548;6045.9638671875
128.5;18107.455078125;25126488;3891.69091796875
129;23224.333984375;32033680;821.293212890625
129.5;25197.10546875;35154864;-2526.85205078125
130;24049.2890625;34149712;-5417.56640625
130.5;20179.615234375;29371884;-7209.1943359375
131;14252.7431640625;21771740;-7527.6689453125
131.5;7087.23583984375;12676122;-6369.46728515625
132;-412.776885986328;3499969.75;-4106.91796875
132.5;-7404.80810546875;-4536031;-1356.28283691406
133;-13137.4091796875;-10616630;1178.03662109375
133.5;-17037.6953125;-14426096;2922.365234375
134;-18739.86328125;-16113610;3578.16723632813
134.5;-18121.515625;-16151248;3176.3935546875
135;-15302.2041015625;-15137550;2040.70153808594
135.5;-10655.6572265625;-13603180;657.261169433594
136;-4781.84765625;-11879370;-484.312133789063
136.5;1568.15441894531;-10056262;-1036.81530761719
137;7544.783203125;-8039070;-888.073486328125
137.5;12337.99609375;-5671249;-178.228393554688
138;15273.130859375;-2876177.75;757.959838867188
138.5;15934.435546875;233784.75;1511.4052734375
139;14234.365234375;3324251.5;1737.35681152344
139.5;10446.45703125;5898151;1280.1943359375
140;5169.2216796875;7436072;235.395141601563
140.5;-762.027709960938;7568926;-1070.16235351563
141;-6412.60400390625;6237905;-2180.01293945313
141.5;-10910.76171875;3775817;-2656.51293945313
142;-13591.970703125;879090.375;-2226.8896484375
142.5;-14108.490234375;-1534792;-881.913330078125
143;-12477.634765625;-2558139.5;1104.47534179688
143.5;-9063.19140625;-1553973;3235.3896484375
144;-4496.642578125;1625249.75;4908.181640625
144.5;457.48291015625;6526958;5568.5341796875
145;5041.35400390625;12134282;4861.439453125
145.5;8636.3935546875;17056158;2745.5087890625
146;10850.8486328125;19833952;-461.8359375
146.5;11564.650390625;19293592;-4124.43505859375
147;10892.6943359375;14859368;-7426.3046875
147.5;9122.677734375;6748534;-9561.42578125
148;6614.4765625;-4009366;-9939.0224609375
148.5;3723.47583007813;-15738234;-8340.4443359375
149;740.396484375;-26435968;-4988.6474609375
149.5;-2140.431640625;-34177696;-510.81591796875
150;-4763.4521484375;-37510784;4199.998046875
150.5;-7081.060546875;-35751068;8183.2353515625
151;-8987.734375;-29112964;10638.7626953125
151.5;-10367.91796875;-18651310;11114.912109375
152;-11069.51171875;-6030091;9615.185546875
152.5;-10904.607421875;6818915;6582.35400390625
153;-9703.7109375;18073760;2767.21362304688
153.5;-7383.69873046875;26339840;-979.5986328125
154;-3995.56494140625;30854804;-3929.56591796875
154.5;230.216796875;31532552;-5641.27392578125
155;4864.9130859375;28870944;-6026.681640625
155.5;9340.6962890625;23748616;-5312.599609375
156;13027.2490234375;17183324;-3929.4599609375
156.5;15339.369140625;10114004;-2363.337890625
157;15856.875;3257884.75;-1023.08642578125
157.5;14411.4375;-2932367;-145.052856445313
158;11128.8544921875;-8220734;238.585876464844
158.5;6413.962890625;-12486170;280.773712158203
159;889.74609375;-15613324;240.19873046875
159.5;-4702.87890625;-17426940;377.6474609375
160;-9638.8974609375;-17693812;853.60888671875
160.5;-13295.7734375;-16199338;1658.57690429688
161;-15261.666015625;-12870530;2606.29125976563
161.5;-15365.8134765625;-7899111;3384.48950195313
162;-13685.54296875;-1817320.875;3653.90771484375
162.5;-10503.10546875;4520519;3159.30590820313
163;-6252.271484375;10054428;1826.30419921875
163.5;-1445.65600585938;13724478;-190.229248046875
164;3395.9541015625;14715908;-2518.91845703125
164.5;7777.15966796875;12679438;-4644.04931640625
165;11264.32421875;7866198;-6025.396484375
165.5;13511.6650390625;1127604;-6235.80859375
166;14265.404296875;-6226672;-5088.73095703125
166.5;13393.31640625;-12693388;-2716.60546875
167;10909.56640625;-16901120;424.423828125
167.5;7002.361328125;-17920072;3639.5283203125
168;2025.48828125;-15480988;6162.255859375
168.5;-3488.041015625;-10045086;7360.92041015625
169;-8866.078125;-2704977.5;6926.0390625
169.5;-13374.3662109375;5061803;4967.91015625
170;-16316.345703125;11726378;1994.11694335938
170.5;-17136.193359375;16052256;-1238.7939453125
171;-15543.755859375;17362116;-3941.28076171875
171.5;-11595.52734375;15667678;-5500.7216796875
172;-5719.33203125;11628874;-5623.09814453125
172.5;1293.546875;6361530;-4374.48486328125
173;8427.1875;1143645.875;-2137.85961914063
173.5;14581.7255859375;-2904318.5;496.058624267578
174;18762.1484375;-5081717;2867.8408203125
174.5;20256.67578125;-5248949;4395.900390625
175;18770.248046875;-3816511;4713.76708984375
175.5;14484.474609375;-1590184;3765.78735351563
176;8038.6005859375;477165.96875;1833.63549804688
176.5;422.075256347656;1565224.5;-534.346923828125
177;-7188.59375;1209702.25;-2675.8203125
177.5;-13637.0771484375;-576474.75;-4008.32373046875
178;-17977.671875;-3324622.5;-4197.041015625
178.5;-19624.87109375;-6253664;-3240.91674804688
179;-18434.3828125;-8500586;-1453.28295898438
179.5;-14693.484375;-9363938;644.34326171875
180;-9083.28515625;-8498739;2474.4921875
180.5;-2495.27368164063;-6007002;3559.31518554688
181;4089.009765625;-2402951.75;3636.23779296875
181.5;9763.4111328125;1533404.5;2714.98754882813
182;13817.763671875;4970829;1068.88256835938
182.5;15829.4404296875;7245564;-842.858459472656
183;15675.34765625;8024657;-2495.845703125
183.5;13527.6533203125;7370417;-3448.00122070313
184;9779.2890625;5689636;-3464.48364257813
184.5;4979.40869140625;3586298.5;-2584.455078125
185;-241.082824707031;1668934.75;-1106.419921875
185.5;-5246.40087890625;364681.34375;505.47998046875
186;-9455.7109375;-199855.5;1765.30029296875
186.5;-12394.0556640625;-217020.09375;2316.12548828125
187;-13732.3359375;-112073.84375;2034.2958984375
187.5;-13311.9140625;-376111.46875;1062.02807617188
188;-11170.1865234375;-1377778.125;-242.131286621094
188.5;-7549.7177734375;-3202022;-1415.599609375
189;-2891.17724609375;-5579187;-2028.38671875
189.5;2202.6865234375;-7923352;-1814.08642578125
190;7041.52880859375;-9479036;-751.65966796875
190.5;10920.1865234375;-9537884;913.24853515625
191;13247.1533203125;-7661461;2721.7626953125
191.5;13623.8837890625;-3850477.5;4120.67919921875
192;11940.26171875;1395974.75;4623.2119140625
192.5;8418.3427734375;7157012;3966.501953125
193;3590.6064453125;12284916;2214.46801757813
193.5;-1774.095703125;15678140;-239.32373046875
194;-6794.912109375;16556440;-2772.8037109375
194.5;-10631.740234375;14671396;-4715.78076171875
195;-12634.5361328125;10388770;-5545.4453125
195.5;-12479.177734375;4615774.5;-5031.41455078125
196;-10222.931640625;-1406889.5;-3293.90185546875
196.5;-6295.89111328125;-6402361;-762.127807617188
197;-1412.77807617188;-9371382;1934.40612792969
197.5;3567.95166015625;-9835086;4119.7041015625
198;7785.14453125;-7949765;5226.859375
198.5;10547.44140625;-4460229;4938.1552734375
199;11451.04296875;-501858.4375;3274.82275390625
199.5;10438.126953125;2693000;609.784057617188
200;7787.19140625;4115457;-2408.01196289063
200.5;4038.96948242188;3238481;-5015.51220703125
201;-121.321594238281;152532.75;-6536.015625
201.5;-4004.56005859375;-4457529.5;-6562.5078125
202;-7046.29541015625;-9488581;-5064.638671875
202.5;-8890.6953125;-13693288;-2392.46166992188
203;-9397.890625;-15991004;828.39404296875
203.5;-8676.5869140625;-15726774;3856.71435546875
204;-6988.95751953125;-12820596;6026.54150390625
204.5;-4699.0712890625;-7770079;6902.04541015625
205;-2178.34228515625;-1513125.875;6372.4755859375
205.5;248.97021484375;4810058;4663.3857421875
206;2353.18212890625;10131252;2261.86279296875
206.5;4003.28466796875;13689630;-217.806427001953
207;5153.3408203125;15173936;-2196.455078125
207.5;5800.0263671875;14742258;-3277.26416015625
208;5965.98876953125;12919956;-3333.62915039063
208.5;5672.9541015625;10414574;-2521.66162109375
209;4941.07177734375;7905309;-1214.00708007813
209.5;3807.60766601563;5865049;121.222045898438
210;2350.58276367188;4466888;1064.90673828125
210.5;700.879272460938;3591015;1360.27978515625
211;-960.14501953125;2927007.5;985.491455078125
211.5;-2413.34912109375;2125147;144.669921875
212;-3441.0029296875;955103.8125;-809.9814453125
212.5;-3878.0693359375;-595422;-1501.20385742188
213;-3654.50073242188;-2302671;-1653.72961425781
213.5;-2824.10717773438;-3782358;-1189.28918457031
214;-1563.18994140625;-4638670;-260.561767578125
214.5;-131.0498046875;-4627277;797.5888671875
215;1148.86694335938;-3787553.5;1566.33459472656
215.5;2013.34680175781;-2486715.25;1679.63354492188
216;2281.04418945313;-1356916.5;953.025756835938
216.5;1911.63354492188;-1128583.375;-536.599670410156
217;1011.06274414063;-2406369;-2445.98950195313
217.5;-201.792846679688;-5448040;-4243.23095703125
218;-1439.65014648438;-10011442;-5347.7978515625
218.5;-2433.4033203125;-15326598;-5294.55712890625
219;-2990.28125;-20210076;-3876.45654296875
219.5;-3041.9072265625;-23309512;-1224.9970703125
220;-2645.6396484375;-23420192;2193.05322265625
220.5;-1970.0595703125;-19802364;5666.31201171875
221;-1244.5703125;-12413302;8399.70703125
221.5;-676.082275390625;-1994280.5;9711.830078125
222;-404.757080078125;10018834;9218.9296875
222.5;-438.46728515625;21752780;6952.49755859375
223;-651.884765625;31262400;3367.4853515625
223.5;-813.2939453125;36926040;-764.86865234375
224;-644.77734375;37782504;-4553.0234375
224.5;74.4111328125;33731456;-7210.4580078125
225;1432.8037109375;25547164;-8234.947265625
225.5;3323.94140625;14712476;-7502.47412109375
226;5445.3037109375;3106941.5;-5267.53369140625
226.5;7374.85546875;-7378188;-2067.1923828125
227;8627.25;-15205200;1385.84326171875
227.5;8792.841796875;-19458116;4351.1396484375
228;7628.640625;-19964032;6228.083984375
228.5;5123.02001953125;-17242312;6669.376953125
229;1548.57495117188;-12321298;5659.8828125
229.5;-2616.39990234375;-6466090;3521.22241210938
230;-6726.703125;-894802.3125;816.6357421875
230.5;-10101.1474609375;3443023;-1809.26049804688
231;-12161.87890625;5994946;-3805.64624023438
231.5;-12536.37890625;6613729;-4866.4296875
232;-11135.67578125;5471239;-4977.9736328125
232.5;-8169.240234375;2922505;-4378.11474609375
233;-4097.021484375;-631224.25;-3440.53125
233.5;435.280517578125;-4830588;-2528.19580078125
234;4733.2548828125;-9382758;-1867.82641601563
234.5;8164.6279296875;-14012824;-1484.1630859375
235;10243.8125;-18386122;-1205.064453125
235.5;10708.0302734375;-22033140;-740.53173828125
236;9540.326171875;-24329036;197.38671875
236.5;6938.806640625;-24548460;1764.64990234375
237;3294.61572265625;-22003224;3891.6923828125
237.5;-874.060546875;-16232552;6263.19921875
238;-5017.6953125;-7198550;8381.4130859375
238.5;-8587.18359375;4576366.5;9697.8916015625
239;-11103.3857421875;17972162;9776.5263671875
239.5;-12192.248046875;31375728;8428.826171875
240;-11635.552734375;42909632;5779.51611328125
240.5;-9369.38671875;50754632;2241.1767578125
241;-5501.365234375;53498752;-1589.73046875
241.5;-341.912109375;50427568;-5075.7177734375
242;5586.69921875;41697600;-7656.3994140625
242.5;11574.7080078125;28336496;-8948.0654296875
243;16822.69921875;12072696;-8784.7734375
243.5;20473.16015625;-4978231;-7234.7802734375
244;21794.173828125;-20692528;-4599.66015625
244.5;20313.7890625;-33307756;-1390.64208984375
245;15939.001953125;-41695904;1743.76916503906
245.5;8981.037109375;-45482656;4163.1015625
246;182.5224609375;-45001368;5383.9228515625
246.5;-9383.09765625;-41103928;5244.041015625
247;-18427.671875;-34883408;3968.84765625
247.5;-25658.994140625;-27396548;2101.9755859375
248;-29953.513671875;-19445876;330.27880859375
248.5;-30577.873046875;-11482907;-743.44580078125
249;-27303.904296875;-3643134;-790.1748046875
249.5;-20481.1875;4118610;145.8095703125
250;-10985.2373046875;11832578;1673.92553710938
250.5;-91.6279296875;19335608;3183.5517578125
251;10720.935546875;26171800;4031.5908203125
251.5;20006.759765625;31601532;3738.43969726563
252;26563.37890625;34732676;2141.86743164063
252.5;29623.185546875;34738184;-533.954345703125
253;28919.544921875;31100000;-3717.0576171875
253.5;24716.24609375;23816592;-6629.73974609375
254;17735.66796875;13503398;-8503.3828125
254.5;9000.173828125;1359952.75;-8798.9873046875
255;-302.22900390625;-11005962;-7365.7734375
255.5;-9010.646484375;-21856820;-4483.7841796875
256;-16131.314453125;-29643856;-784.70361328125
256.5;-20923.234375;-33296908;2928.0341796875
257;-22980.5390625;-32411444;5894.7197265625
257.5;-22263.84375;-27299212;7586.203125
258;-19013.07421875;-18889704;7813.8916015625
258.5;-13726.43359375;-8518174;6735.67919921875
259;-7089.4716796875;2351427.75;4771.5693359375
259.5;113.61767578125;12387088;2465.029296875
260;7073.166015625;20585248;328.0556640625
260.5;13035.7958984375;26365064;-1282.19921875
261;17352.6640625;29538336;-2229.7099609375
261.5;19564.603515625;30203896;-2600.34423828125
262;19430.625;28599360;-2639.3427734375
262.5;16994.119140625;24969116;-2649.552734375
263;12560.2275390625;19497704;-2878.9365234375
263.5;6700.5576171875;12321110;-3429.984375
264;176.366088867188;3616278.5;-4218.17529296875
264.5;-6153.0849609375;-6277697;-4988.7919921875
265;-11465.7490234375;-16752994;-5396.4013671875
265.5;-15082.2177734375;-26894788;-5109.4921875
266;-16597.33984375;-35545300;-3920.8740234375
266.5;-15919.22265625;-41469520;-1829.68896484375
267;-13292.28515625;-43594440;926.1025390625
267.5;-9252.76171875;-41264656;3894.54296875
268;-4512.41015625;-34445940;6494.4638671875
268.5;142.650390625;-23810340;8145.24951171875
269;4001.15087890625;-10679482;8422.8046875
269.5;6569.5322265625;3188987;7193.140625
270;7624.212890625;15914456;4686.5234375
270.5;7254.1279296875;25852920;1468.60888671875
271;5807.6357421875;31909300;-1692.64599609375
271.5;3793.6826171875;33735816;-4032.52416992188
272;1758.8798828125;31764740;-5000.3466796875
272.5;173.4599609375;27072748;-4411.67822265625
273;-671.1484375;21098376;-2490.54956054688
273.5;-696.66943359375;15294330;196.051025390625
274;-22.174072265625;10790103;2890.74340820313
274.5;1075.93334960938;8147417.5;4838.2724609375
275;2260.748046875;7264980;5470.63232421875
275.5;3214.84521484375;7455330.5;4545.927734375
276;3728.0322265625;7667977;2207.61474609375
276.5;3695.796875;6798543;-1046.69580078125
277;3182.36767578125;4007306;-4483.5361328125
277.5;2334.5771484375;-1038713.75;-7314.505859375
278;1332.86315917969;-8058087;-8886.322265625
278.5;329.43212890625;-16198146;-8834.814453125
279;-592.541015625;-24227268;-7162.783203125
279.5;-1434.44140625;-30812948;-4226.1533203125
280;-2261.4365234375;-34813028;-641.6357421875
280.5;-3171.88671875;-35515000;2868.04736328125
281;-4183.3359375;-32761336;5647.64794921875
281.5;-5296.142578125;-26939336;7256.8154296875
282;-6404.8955078125;-18857074;7564.3232421875
282.5;-7311.298828125;-9535233;6753.744140625
283;-7771.2705078125;10115;5243.806640625
283.5;-7543.24267578125;8948010;3547.38549804688
284;-6458.755859375;16722556;2109.517578125
284.5;-4464.00341796875;23053296;1182.80615234375
285;-1677.7509765625;27849484;772.785949707031
285.5;1642.2451171875;31090328;667.822265625
286;5103.5419921875;32712252;538.92578125
286.5;8288.6982421875;32555432;74.05712890625
287;10800.279296875;30389136;-896.3486328125
287.5;12307.7138671875;26011196;-2319.748046875
288;12650.2685546875;19395376;-3920.20458984375
288.5;11804.3447265625;10826005;-5264.89599609375
289;9888.208984375;977110.75;-5890.568359375
289.5;7125.708984375;-9113982;-5454.00048828125
290;3793.97900390625;-18182768;-3859.17041015625
290.5;190.7138671875;-24970072;-1321.5673828125
291;-3404.5068359375;-28488948;1654.97241210938
291.5;-6738.5537109375;-28269488;4389.05908203125
292;-9594.634765625;-24506692;6199.16748046875
292.5;-11759.20703125;-18058992;6594.1748046875
293;-13034.9921875;-10293729;5420.90673828125
293.5;-13248.072265625;-2807737.25;2922.27783203125
294;-12256.4384765625;2922504;-319.6650390625
294.5;-10002.0791015625;5869336;-3534.66064453125
295;-6563.80859375;5682016;-5958.9912109375
