Time (s);Momen Horizontal (N.m);Momen Vertikal (N.m);Momen Torsional (N.m)
21.5;-3988.533203125;5211900;-1764.62609863281
22;-6519.79541015625;-13321906;-10668.107421875
22.5;-4870.77880859375;-17976316;-30584.365234375
23;-2407.35107421875;-7210166;-22979.986328125
23.5;473.64111328125;11521268;15566.134765625
24;-1301.16552734375;14237032;19647.51953125
24.5;-5243.24267578125;5769663;14972.130859375
25;-5123.03369140625;-8064434;-27459.248046875
25.5;497.6748046875;-11008408;-23484.373046875
26;10334.564453125;2671368;-9153.9912109375
26.5;10430.8828125;7633649;8564.6513671875
27;2619.767578125;5021646;48583.3203125
27.5;-4426.3291015625;-4648190;16567.3671875
28;-4686.9326171875;-8690046;-35378.3984375
28.5;1177.62670898438;-1199786.5;-38105.2578125
29;7039.60791015625;10874156;24045.5390625
29.5;4927.72021484375;5730161;25195.892578125
30;-8337.4873046875;-15346366;10250.76953125
30.5;-12042.66796875;-12901884;14086.93359375
31;-3434.55688476563;4766838;-29996.951171875
31.5;6143.8955078125;20261224;-23753.751953125
32;7493.6611328125;15731332;5416.630859375
32.5;-1661.603515625;-6507865;32474.8671875
33;-8414.7119140625;-18088956;26215.87109375
33.5;-6628.4794921875;-11121456;-2146.52612304688
34;2416.01245117188;3622748.5;-27361.955078125
34.5;7072.197265625;4993262;-36283.66796875
35;7268.7373046875;5101821;18401.181640625
35.5;4891.69775390625;4487943;31324.09375
36;-2277.85205078125;-146838.25;22971.986328125
36.5;-4059.04150390625;607746;-10012.0263671875
37;-2345.42065429688;-4248137;-57781.1015625
37.5;1549.62060546875;-7318711;-25824.5234375
38;1364.82641601563;-6699818;26302.837890625
38.5;-3692.2421875;1769019;55080.7890625
39;-4500.86572265625;11536706;5882.84130859375
39.5;-371.05029296875;9843772;-45213.484375
40;5010.35498046875;2154929;-44526.99609375
40.5;830.66796875;-7997650;-6183.65576171875
41;-5384.9482421875;-8335416;38257.13671875
41.5;-7167.162109375;-7766836;12542.3974609375
42;-1389.07971191406;-1075324.125;1673.32885742188
42.5;9444.4541015625;10715100;-31722.587890625
43;7751.498046875;6708152;-63802.41015625
43.5;1927.65625;2237417;-7889.5029296875
44;897.024291992188;1661307.75;36933.99609375
44.5;170.90966796875;-2937519;20712.017578125
45;-3208.75;-11224496;-27229.166015625
45.5;-3154.830078125;-7552919;-25283.87109375
46;2621.673828125;6435923;-24462.517578125
46.5;-2304.37231445313;4363811;-28729.314453125
47;-8517.587890625;315881;29664.720703125
47.5;-4621.1904296875;2667663;25136.501953125
48;1641.53369140625;2707602;-28386.76171875
48.5;8665.4404296875;2428196.5;-44437.63671875
49;10023.0546875;-1561978.25;-18713.15625
49.5;5830.27685546875;-938746.25;34426.1953125
50;-1564.55334472656;665021.125;30971.078125
50.5;-8674.666015625;-4291338;-4613.38134765625
51;-2776.66162109375;-4283175.5;-21419.23046875
51.5;9215.162109375;3200104;-20248.67578125
52;11734.107421875;11040044;7196.6005859375
52.5;-3935.26611328125;1512110;1012.06085205078
53;-26739.66796875;-20922856;-11786.662109375
53.5;-23291.58203125;-18833240;2857.57934570313
54;3176.3154296875;6630265;-6369.47705078125
54.5;22316.9921875;26614612;2073.50854492188
55;19233.265625;21822780;2584.828125
55.5;-5238.220703125;-7543848;-25999.677734375
56;-20566.36328125;-24257580;-3982.80224609375
56.5;-8398.28125;-12019974;18952.470703125
57;9807.5986328125;5513039;-804.925842285156
57.5;17408.89453125;13425188;-22976.86328125
58;13656.048828125;10384302;-20901.544921875
58.5;6667.857421875;3623432;13782.2890625
59;-2014.6220703125;-5564491;21277.5234375
59.5;-16311.431640625;-17311748;1930.10913085938
60;-17212.212890625;-13525238;5360.7392578125
60.5;2255.11328125;5582580;-12938.63671875
61;17704.3359375;18895368;-24926.34765625
61.5;15897.5;19013592;16175.5166015625
62;-6880.7861328125;-310475.0625;22868.095703125
62.5;-37162.8203125;-28118188;-2136.99560546875
63;-34323.26953125;-27362468;4647.24560546875
63.5;4554.1953125;3779539;4975.150390625
64;35803.6015625;29121864;-3141.14697265625
64.5;31769.09765625;25182816;-371.233154296875
65;1863.63623046875;-1263346.5;-170.76611328125
65.5;-18774.29296875;-20242348;2529.44970703125
66;-11699.60546875;-16165040;-5197.91748046875
66.5;6491.4404296875;-789512.125;-2451.96264648438
67;20917.64453125;14138118;26577.3125
67.5;20029.12109375;15660882;11983.3935546875
68;-1938.68933105469;-555159;-27779.55859375
68.5;-20063.171875;-12770832;-10763.9765625
69;-17830.0546875;-9811412;14804.220703125
69.5;-10421.8701171875;-3844691.5;5176.54296875
70;-4011.03125;1042848.5;-2103.71655273438
70.5;2819.6328125;4806140;-7200.22607421875
71;5393.0576171875;5806529;237.897521972656
71.5;6553.27734375;7593149;22441.767578125
72;232.20703125;2770888.5;177.478363037109
72.5;-16699.970703125;-11618554;-32927.8125
73;-16862.99609375;-14248842;-7721.00537109375
73.5;8556.96484375;1200638.5;21973.703125
74;28922.85546875;14311842;16551.62890625
74.5;23945.5078125;12063620;1192.13598632813
75;765.030517578125;-1516219;-12312.0927734375
75.5;-16093.24609375;-11022354;-11311.2861328125
76;-12451.892578125;-9021844;-12461.3466796875
76.5;-3436.5908203125;-4394662;-10727.9248046875
77;6090.744140625;3864647.5;33165.76171875
77.5;17307.96484375;15084220;44283.484375
78;7331.9375;10405410;-22941.88671875
78.5;-18529.21875;-6885752;-46248.8515625
79;-25053.66015625;-14013742;-3212.02001953125
79.5;-14388.73828125;-10072486;12838.48046875
80;-2520.02685546875;-1340864.5;13484.919921875
80.5;11200.65625;9993202;20225.568359375
81;18365.68359375;13637000;7300.87353515625
81.5;13777.30859375;7320571;-8152.7919921875
82;4605.70703125;-1552751;-17122.55078125
82.5;-5858.369140625;-9775740;-18326.033203125
83;-8797.3984375;-11894806;2777.00561523438
83.5;-792.01171875;-5774131;18196.04296875
84;7208.3134765625;3254323;19886.904296875
84.5;13715.76171875;12345748;21058.990234375
85;13153.75;13009018;-11402.72265625
85.5;-4438.91455078125;-109677.875;-46057.26953125
86;-19760.7109375;-10945418;-16955.66796875
86.5;-19522.91796875;-10905838;19962.703125
87;-17941.763671875;-8748698;23152.232421875
87.5;-9240.6806640625;-1754477.5;28695.52734375
88;11134.51953125;10217466;9765.8603515625
88.5;19257.73046875;13503188;-32769.59765625
89;12661.234375;8169168;-30655.21484375
89.5;5054.5810546875;1234273.75;-2533.10571289063
90;-6581.794921875;-7970890;12716.3837890625
90.5;-16649.37890625;-14241868;27516.388671875
91;-14485.2421875;-12303926;23883.58203125
91.5;266.47607421875;-2640281;3926.97119140625
92;27009.66015625;13904130;-3323.7158203125
92.5;43568.625;23621120;-15944.1630859375
93;21297.6875;11213102;-26827.4375
93.5;-21219.12890625;-11690620;-4915.3203125
94;-43730.71875;-22719220;23758.9375
94.5;-33515.078125;-14654554;39475.10546875
95;-4207.220703125;3522959;36261.609375
95.5;12692.9765625;12456452;-7856.54150390625
96;4933.875;6405907;-42559.1171875
96.5;3091.4892578125;2725031.5;-13266.7236328125
97;14686.5390625;5115232;17024.314453125
97.5;7476.96240234375;-728852.375;15186.9326171875
98;-11783.029296875;-8905108;32150.162109375
98.5;-7566.1064453125;-4494796;39002.72265625
99;12265.025390625;4749806;-10866.0322265625
99.5;21193.73828125;6772017;-46731.28125
100;18530.021484375;4099708;-14411.15625
100.5;8150.47509765625;-233169.8125;29128.41796875
101;-10964.349609375;-6577750;38238.6015625
101.5;-27479.9765625;-10621140;28754.0859375
102;-27884.16796875;-8013422;14532.2109375
102.5;-10137.5576171875;974311.5;-2345.2431640625
103;16609.0859375;12007716;-18822.970703125
103.5;30295.125;15578694;-26461.78125
104;14211.748046875;6020262;-1465.36352539063
104.5;-17138.01171875;-8391726;45964.8203125
105;-36403.796875;-16133836;49158.6953125
105.5;-31183.76953125;-13152700;-2253.10278320313
106;1729.68359375;1606590.5;-28398.802734375
106.5;47450.875;20873736;-5566.6767578125
107;59481.3515625;23639004;4493.58251953125
107.5;12214.220703125;746593;-5092.21435546875
108;-48372.6484375;-25353360;9707.1796875
108.5;-61703.53125;-29273872;27957.947265625
109;-27032.8125;-12437136;13156.9482421875
109.5;18932.1171875;9736998;-2199.9189453125
110;49496;25648496;7243.517578125
110.5;49228.5390625;26420340;9994.802734375
111;16404.1875;10173380;-4961.29541015625
111.5;-25921.52734375;-11624670;-12761.52734375
112;-51111.3046875;-25111344;-8909.51171875
112.5;-49098.8359375;-23926868;4921.927734375
113;-16787.15625;-6469574;36036.01171875
113.5;36705.4921875;20162336;55100.171875
114;73567.65625;35401680;18028.34375
114.5;56662.2890625;22874248;-46740.02734375
115;-1300.080078125;-7681724;-59300.484375
115.5;-49397.3125;-29905792;-5173.060546875
116;-56401.78125;-29498176;48851.1953125
116.5;-31565.78125;-12823316;53977.41796875
117;2608.759765625;6955802;24299.52734375
117.5;30967.6875;20678120;-9945.578125
118;42393.6015625;23354216;-33844.0703125
118.5;29196.78125;13791048;-35514.19921875
119;-4364.48046875;-3767915.5;-9058.8642578125
119.5;-39979.40625;-20175120;28912.693359375
120;-53127.4296875;-24531756;49954.76953125
120.5;-28229.8515625;-10895696;35411.33984375
121;22682.13671875;13245844;-13101.6845703125
121.5;61509.765625;28819668;-63518.61328125
122;56813.890625;22285128;-64011.0078125
122.5;14181.5849609375;-464402.375;335.532989501953
123;-34256.0703125;-21646512;71004.84375
123.5;-60809.2578125;-28740492;77285.1640625
124;-52539.015625;-19537104;21124.947265625
124.5;-9239.25;1498246.75;-38727.62890625
125;46542.3203125;23090364;-61825.5703125
125.5;71651.484375;29978348;-42842.609375
126;40236.6640625;15853170;10639.095703125
126.5;-24705.8515625;-8896864;65003.23046875
127;-72820.96875;-26943484;64623.61328125
127.5;-70123.6015625;-26896020;4951.1826171875
128;-16328.62109375;-6998019;-42529.33984375
128.5;56490.3515625;22151780;-27727.900390625
129;92908.234375;37345872;9065.939453125
129.5;53341.53125;20513128;13742.45703125
130;-34712.4453125;-16734056;3316.97827148438
130.5;-89625.734375;-39280320;13348.7373046875
131;-62000.078125;-26812608;22289.453125
131.5;13155.287109375;5223996;209.056762695313
132;64672.3046875;27574576;-22203.318359375
132.5;59955.1015625;27147296;-5173.71875
133;15659.25;9556144;22722.94140625
133.5;-36600.63671875;-13605156;11567.3447265625
134;-66931.4765625;-28773888;-20210.052734375
134.5;-51957.953125;-23408752;-18521.505859375
135;2769.66748046875;1028169.75;14015.626953125
135.5;53882.7734375;24557944;29251.3359375
136;58473.46875;27265900;14397.681640625
136.5;18547.61328125;9634796;-994.881103515625
137;-26711.1171875;-11287986;-4755.88671875
137.5;-44911.078125;-21143396;-12078.279296875
138;-32388.9375;-17482052;-21793.18359375
138.5;-2214.470703125;-4863740;-10632.1025390625
139;30785.34765625;10718000;24901.93359375
139.5;52058.7578125;22253756;51936.90625
140;48343.78125;22378956;36840.2578125
140.5;16845.5;8262124;-14622.24609375
141;-25976.34375;-13108426;-58593.9140625
141.5;-50537.015625;-26637552;-52338.40234375
142;-36958.4296875;-20417780;4207.80615234375
142.5;3309.77783203125;1674178.75;62370.76953125
143;32744.3046875;20474868;67428.296875
143.5;23097.984375;18941664;14255.427734375
144;-13495.4248046875;82901.6875;-45442.86328125
144.5;-36606.21875;-15913004;-58609.6328125
145;-23653.62890625;-14108002;-24115.271484375
145.5;5479.341796875;-268288.0625;19385.1328125
146;16094.9765625;8794728;42128.4921875
146.5;1693.498046875;5691690;39359.18359375
147;-12188.4951171875;-1853792.5;13912.541015625
147.5;-3473.3046875;-3394489;-25565.572265625
148;21066.482421875;2236760.5;-51446.28125
148.5;36480.67578125;7792389;-34800.9140625
149;26237.80859375;6126290;14514.33984375
149.5;-4566.3427734375;-3228529;48826.38671875
150;-33719.2890625;-13023018;35644.8125
150.5;-37380.15625;-13302856;-7065.2939453125
151;-9597.857421875;-854829.5;-38318.09765625
151.5;27786.49609375;15018108;-38657.19140625
152;40198.40625;19255948;-15281.349609375
152.5;12811.1328125;6066087;17293.89453125
153;-32671.4140625;-14096936;41227.12890625
153.5;-57314.65625;-23989372;35252.38671875
154;-39448.234375;-14802940;-3277.17065429688
154.5;9604.6484375;7475778;-43176.1328125
155;55714.3671875;26846652;-47659.58203125
155.5;64623.96875;27821052;-14250.357421875
156;25998.7578125;6937655;27272.41015625
156.5;-33711.015625;-21759440;48302.12109375
157;-67177.71875;-35754392;37479.90625
157.5;-46601.4375;-23516308;-1803.12817382813
158;10926.640625;5157285;-45414.8984375
158.5;61166.6015625;29169460;-52860.06640625
159;70761.984375;33841320;-8392.1455078125
159.5;35766.0234375;18042592;45950.98046875
160;-25084.6484375;-9558442;50712.703125
160.5;-79140.140625;-34007160;5705.6826171875
161;-88740.359375;-37933408;-29447.0390625
161.5;-37407.05078125;-14175484;-18914.59765625
162;43099.1796875;21934200;7145.8701171875
162.5;88904.21875;41371248;10508.609375
163;63823.6328125;28891172;2388.89721679688
163.5;-2776.6806640625;-1628843;9107.267578125
164;-49466.390625;-23492752;14917.6591796875
164.5;-46627.421875;-24269040;-8430.1064453125
165;-14175.83203125;-11665744;-36952.95703125
165.5;13890.6484375;1295001.5;-20303.12109375
166;22268.4609375;8103946;32441.7734375
166.5;15026.234375;8392432;52441.7265625
167;3836.255859375;5114415;9993.189453125
167.5;1044.8203125;3359942.5;-40299.26953125
168;9163.22265625;5044276;-40023.4609375
168.5;11691.37890625;3934475;-4570.564453125
169;-9866.98046875;-6584039;16152.9384765625
169.5;-43624.1640625;-19643012;13804.201171875
170;-49701.28125;-18193372;12634.7578125
170.5;-8676.8046875;2876403;13651.228515625
171;45747.015625;25523744;-1312.30102539063
171.5;60053.7890625;26902356;-22396.447265625
172;21889.201171875;5539038;-16603.408203125
172.5;-27807.6328125;-17708532;16265.3095703125
173;-43324.5703125;-23379452;33781.36328125
173.5;-19299.98828125;-11243332;10848.49609375
174;15272.673828125;5078495;-23842.8515625
174.5;32731.1875;13695424;-29154.439453125
175;27020.37890625;11925252;-4308.7958984375
175.5;8229.8681640625;3852108.5;20309.505859375
176;-10377.90234375;-4314654;26284.12890625
176.5;-20297.55859375;-8009192;17298.189453125
177;-21128.873046875;-7052191;-329.401000976563
177.5;-17356.712890625;-4498125;-21349.96875
178;-11069.19140625;-1883711.25;-31789.71484375
178.5;28.548828125;2328386;-18762.7109375
179;14146.53125;8158692;9017.4130859375
179.5;20743.60546875;10864668;26889.521484375
180;11119.169921875;5778069;22054.109375
180.5;-7372.3671875;-4477459;3897.87768554688
181;-15596.5390625;-10984866;-12917.26953125
181.5;-3088.560546875;-7681873;-22393.212890625
182;19485.193359375;2175673;-22500.265625
182.5;30590.953125;9421716;-10218.6875
183;18938.84765625;7831294;10871.119140625
183.5;-6857.91943359375;-800074.875;25982.025390625
184;-27320.64453125;-9088608;21848.412109375
184.5;-28593.97265625;-10465180;2397.55126953125
185;-12192.791015625;-4074119;-14561.2021484375
185.5;7510.291015625;4984771;-15435.6640625
186;14822.953125;9790282;-2419.79956054688
186.5;4615.7890625;6835992;10428.13671875
187;-14085.43359375;-1544477;9810.8505859375
187.5;-25047.8984375;-8859344;-4001.59912109375
188;-16624.66015625;-8644032;-14061.9853515625
188.5;9385.4716796875;750062.625;-3481.82153320313
189;36197.5625;12951872;20051.841796875
189.5;41195.9609375;16214052;26519.455078125
190;14730.796875;3748934.5;604.676879882813
190.5;-24959.8671875;-16333488;-31840.203125
191;-42064.1640625;-24985172;-31331.943359375
191.5;-17336.94140625;-11085874;3164.1767578125
192;27293.21875;14186318;30241.087890625
192.5;46694.0703125;26554200;19931.07421875
193;19485.67578125;14016224;-8091.3291015625
193.5;-28101.1171875;-10104530;-15468.8828125
194;-50969.8046875;-22174392;399.26416015625
194.5;-32842.98046875;-13380502;8384.021484375
195;2427.791015625;4190932;-5056.0888671875
195.5;23109.375;14071694;-15837.7421875
196;21467.8046875;11890752;-1502.49438476563
196.5;11169.310546875;4456696;22413.52734375
197;3909.94189453125;-1752653.5;23561.169921875
197.5;-920.23828125;-5994333;-1722.18103027344
198;-6393.0390625;-8963486;-24587.35546875
198.5;-8707.0078125;-8637790;-21950.83203125
199;-2223.8037109375;-2775419.5;-1072.79235839844
199.5;10681.966796875;6300385;15572.20703125
200;18920.8046875;11756176;15889.705078125
200.5;12622.048828125;8050230;4313.048828125
201;-6313.8876953125;-2921138.5;-6992.775390625
201.5;-23389.44140625;-11835314;-7963.0751953125
202;-23337.6328125;-9959196;633.41845703125
202.5;-5848.3955078125;1449164;5824.3896484375
203;11872.5390625;11217798;-1668.6474609375
203.5;12435.515625;9821682;-10730.9248046875
204;-2268.76025390625;-134009.921875;-2346.30517578125
204.5;-13786.630859375;-7601126;18983.509765625
205;-9632.81640625;-6488647;24267.955078125
205.5;3369.48168945313;-1327437;1063.7509765625
206;11013.201171875;1045642.25;-22749.888671875
206.5;9776.421875;466410.1875;-15706.65625
207;6230.3466796875;761729.875;10055.505859375
207.5;3763.392578125;2031343;15609.3984375
208;92.8876953125;1271008.75;-4935.21533203125
208.5;-2960.36206054688;-694820.75;-14101.4814453125
209;751.98388671875;634684.5;9744.1767578125
209.5;9399.037109375;5019608;34188.42578125
210;10014.39453125;5268485;18384.19921875
210.5;-4425.5517578125;-2489513;-23626.798828125
211;-20047.9140625;-10605114;-38991.171875
211.5;-16879.03125;-8132118;-9905.47265625
212;3897.521484375;4086302;24135.5
212.5;18367.05078125;12923860;25551.32421875
213;9727.681640625;8860428;7249.77685546875
213.5;-10833.3955078125;-3021233;1187.31176757813
214;-20382.58203125;-10985748;4642.693359375
214.5;-13010.8125;-10704610;-6597.33203125
215;-1267.8125;-6181704;-25198.591796875
215.5;6032.86669921875;-491571.125;-16222.681640625
216;12682.150390625;6803939;22198.974609375
216.5;20779.6484375;13375682;42963.80859375
217;21453.17578125;12883756;14419.5517578125
217.5;7752.8271484375;3435296.5;-29869.20703125
218;-11330.08984375;-7669765;-35377.2265625
218.5;-20671.1875;-12062286;-1470.60876464844
219;-17877.26171875;-9915346;23940.69140625
219.5;-12435.6484375;-6740683;16789.275390625
220;-8035.505859375;-3278223.5;4124.96533203125
220.5;2348.8818359375;4740451;11026.796875
221;20158.74609375;16213842;17543.64453125
221.5;30758.375;20807440;-4988.3603515625
222;18770.09765625;10169006;-38314.0859375
222.5;-10208.1640625;-10037836;-35466.58984375
223;-32556.0390625;-24213732;9771.3046875
223.5;-31096.8203125;-22136036;48249.578125
224;-9774.451171875;-6820198;39219.5859375
224.5;15157.015625;11042484;-734.702514648438
225;30083.9609375;21584756;-27480.619140625
225.5;28493.94921875;19332996;-25048.65625
226;10418.509765625;4995646;-9828.8837890625
226.5;-14697.328125;-12597920;4636.3857421875
227;-29769.875;-20586628;18133.5078125
227.5;-23993.01171875;-13315386;24802.40625
228;-4552.16796875;1522322.25;12839.3671875
228.5;11167.1015625;11105184;-12023.986328125
229;14413.4765625;10782370;-24359.33984375
229.5;10753.22265625;6093084;-10687.509765625
230;7519.64453125;2771575.5;11337.9765625
230.5;3601.23291015625;-53216.203125;17138.8359375
231;-4567.1025390625;-4998843;6689.8212890625
231.5;-12737.75;-9496662;-2130.15966796875
232;-12235.484375;-8245326;-2564.5009765625
232.5;-2154.17797851563;-1076236.25;-3365.42895507813
233;8489.728515625;5898846;-7112.3935546875
233.5;11461.064453125;7485528;-3428.73291015625
234;7640.2919921875;4634929;10593.951171875
234.5;2628.2734375;1379603;19060.720703125
235;-1581.53674316406;-712298.625;7848.21337890625
235.5;-6418.3251953125;-2802430.5;-13051.376953125
236;-10943.6044921875;-5132380;-20892.17578125
236.5;-11174.388671875;-5800136;-9008.673828125
237;-5227.4423828125;-3212417.5;7952.9921875
237.5;3655.515625;1855611.5;15471.7958984375
238;10411.708984375;6766235;12999.9013671875
238.5;12029.6875;8520138;5437.85400390625
239;7891.685546875;5203043;-5834.86376953125
239.5;-267.3564453125;-2164114;-16580.24609375
240;-8021.763671875;-8786166;-15458
240.5;-9764.146484375;-9162292;1849.24401855469
241;-3960.818359375;-2624961;19855.658203125
241.5;3998.046875;5099028;17773.111328125
242;6811.66796875;7366156;-3212.92333984375
242.5;2946.8173828125;3350087.5;-18763.462890625
243;-2533.59130859375;-1918484.5;-11425.064453125
243.5;-4769.68359375;-3746378;7943.11669921875
244;-3695.9091796875;-2137790.5;15979.134765625
244.5;-1904.98779296875;130772.5;6236.23193359375
245;395.618408203125;1431442.75;-7108.04052734375
245.5;3574.47265625;1810931.25;-10888.353515625
246;5275.3779296875;1131337.75;-6801.03125
246.5;1788.98522949219;-955897.875;-2483.48608398438
247;-5559.087890625;-3284928.5;741.17919921875
247.5;-9828.5224609375;-3423982;5249.119140625
248;-5357.4521484375;-483505.625;8803.537109375
248.5;5494.6728515625;3434607.5;6409.9521484375
249;14066.59765625;5344047;-1695.3681640625
249.5;13703.5361328125;4200319;-9815.9833984375
250;5222.64697265625;1050503.75;-13863.7529296875
250.5;-4931.173828125;-2580022.5;-13432.5771484375
251;-10229.3974609375;-5132446;-7137.9140625
251.5;-7793.7119140625;-4591333;6818.3330078125
252;451.250823974609;95684.328125;22115.56640625
252.5;8519.869140625;6285794;23306.5390625
253;9557.8359375;8159850;2129.76171875
253.5;1379.42041015625;2267331.5;-26275.724609375
254;-10358.982421875;-7436987;-33434.8046875
254.5;-16165.802734375;-12222866;-9322.3251953125
255;-11531.763671875;-7374459;22555.9609375
255.5;-808.485595703125;2768490.5;29876.46484375
256;7753.59765625;9604680;8390.291015625
256.5;10208.107421875;9057588;-14819.2041015625
257;8404.1015625;4052793.5;-15532.55078125
257.5;4673.9443359375;-955448.125;-47.0700836181641
258;-1283.228515625;-4944593;7977.4599609375
258.5;-8675.720703125;-8415692;588.130798339844
259;-11818.07421875;-9055640;-6930.1787109375
259.5;-4474.56640625;-3103117;-1315.01879882813
260;10874.998046875;8177326;8749.857421875
260.5;21484.48046875;16209780;6178.888671875
261;15380.41796875;12292390;-7932.60107421875
261.5;-5474.3232421875;-2610042;-13704.759765625
262;-25032.53515625;-17006208;-118.071411132813
262.5;-27386.92578125;-18967876;17780.548828125
263;-11135.736328125;-6903177;17248.525390625
263.5;10512.9296875;9570400;-2308.6201171875
264;21891.8359375;18345040;-17661.5546875
264.5;17112.220703125;14079588;-10817.4072265625
265;2093.54028320313;695747;8968.025390625
265.5;-11818.259765625;-12521998;18231.74609375
266;-15640.18359375;-16815992;8964.349609375
266.5;-7272.03125;-8927440;-4126.64111328125
267;7632.0986328125;6227877;-6024.11181640625
267.5;18323.58984375;17412044;-1073.75085449219
268;15827.1328125;14792020;-2980.67138671875
268.5;846.371215820313;-802697.75;-10769.810546875
269;-14827.3984375;-16324768;-7379.93603515625
269.5;-17470.234375;-17166076;13767.77734375
270;-4491.90966796875;-1563076.75;31524.98828125
270.5;12080.546875;16282316;18624.2109375
271;16873.25390625;19399632;-20439.0390625
271.5;6405.7294921875;5032132;-45588.4375
272;-8040.70703125;-12599394;-24181.890625
272.5;-12940.7109375;-17260008;27189.349609375
273;-6516.91796875;-7180855;55731.96875
273.5;1454.74072265625;4948601;30098.744140625
274;2563.9921875;7383199;-23691.689453125
274.5;-798.451904296875;1677428.75;-50879.66796875
275;-793.07861328125;-1871377.5;-27872.853515625
275.5;3424.62817382813;1333287.5;15950.8828125
276;3729.73779296875;4588979;36337.7734375
276.5;-5591.34326171875;-34270.84375;22403.869140625
277;-17151.171875;-9443256;-932.74462890625
277.5;-16294.1015625;-11550054;-10454.54296875
278;2112.7578125;-41583.4375;-9192.0185546875
278.5;24970.0859375;16089650;-10724.4716796875
279;32090.03515625;20602072;-13119.806640625
279.5;16464.748046875;7417634;-2161.15795898438
280;-8209.052734375;-11955840;21453.712890625
280.5;-20490.3828125;-19685752;32827.87109375
281;-11815.2265625;-9637566;11085.166015625
281.5;6336.8642578125;7031586;-28901.525390625
282;15527.283203125;13937782;-46245.99609375
282.5;7773.5234375;5731039;-19435.56640625
283;-8901.796875;-8084338;26299.28125
283.5;-20161.154296875;-14031938;45397.57421875
284;-18619.59765625;-7436573;21910.828125
284.5;-7664.1083984375;5092244;-16891.68359375
285;3879.603515625;13205282;-35142.515625
285.5;9242.8046875;11527322;-24437.12109375
286;7266.58740234375;2486623.5;-1865.24108886719
286.5;1339.5107421875;-7118282;15593.501953125
287;-3578.1787109375;-11638088;22954.572265625
287.5;-4159.39453125;-9683528;19274.818359375
288;35.60400390625;-3268032.5;2963.66430664063
288.5;7105.43359375;4786366;-20108.640625
289;13885.662109375;11825490;-32920.109375
289.5;16469.095703125;14486326;-21424.1640625
290;11535.759765625;9183680;7675.7138671875
290.5;-1320.2568359375;-4129798;29815.33203125
291;-16481.818359375;-18472516;26400.451171875
291.5;-24024.609375;-22673012;2587.49072265625
292;-17288.1484375;-10811016;-20415.830078125
292.5;-77.587890625;10394084;-26119.123046875
293;14459.27734375;25295484;-13270.94140625
293.5;14505.44140625;22304896;8264.9326171875
294;539.006103515625;3933053.5;24519.453125
294.5;-14864.33984375;-15896194;22367.96484375
295;-18395.201171875;-23834820;-1025.37890625
295.5;-7482.568359375;-16403220;-28546.69921875
296;8907.9306640625;7265.26171875;-32595.486328125
296.5;18980.150390625;14934810;-3843.365234375
297;17229.869140625;19778768;32958.171875
297.5;7204.982421875;12017972;41115.54296875
298;-2660.33251953125;-2838860;11272.8037109375
298.5;-5723.7451171875;-13944906;-27646.71875
299;-1709.8583984375;-13094902;-39459.94140625
299.5;3767.47143554688;-2065828;-17130.04296875
300;4341.3232421875;8632254;15095.5849609375
300.5;-1523.07421875;9597246;30184.626953125
301;-9136.55078125;1350741;22008.39453125
301.5;-11863.919921875;-6933953;2766.62744140625
302;-7389.28515625;-7142870;-13651.5078125
